price,AD ID,Location,Delivery,Negotiable,Ads Posted,Ads Expiry,Type,Living Room,Floor,Bathroom,Bedroom,Road Type,Features,Land Size (Aana/Dhur),Buildup (Sqr. Ft.),Furnishing,Kitchen,Road Size,url,Land Mark,Used For
"रू. 2,75,00,000",HB-3EC7BB,"All Core Kathmandu, Kathmandu",Available,Not Negotiable,9 months ago,2023-06-30,House - Individual,2,2.5,5,5,Gravel,Residential,3.5,1500,Semi,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/flat-system-house-at-satungal-in-kathmandu/3ec7bb6b3bc3422dbcffc2c012815c7e,,
"रू. 2,90,00,000",HB-2B4599,"Nakhipot, Lalitpur",Not Available,Negotiable,11 months ago,2024-08-14,House - Individual,2,2.5,4,4,Soil (Mato),Brand New House,3,1200,Non,2,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/25-talle-3-anna-build-new-house-sale-at-nakhipot-in-lalitpur/2b4599dceb674153a9eb4bfbd5c909c3,Nakhipot,
"रू. 5,75,00,000",HB-E6CF6E,"Bal Kumari Marg, Kharel Tol, Lazimpat",Not Available,Negotiable,9 months ago,2023-07-31,House - Individual,3,4,8,8,Gravel,,6,2000,Semi,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/samakhusi-new-house-in-nepal/e6cf6e6c3c244fe091101795a46e6b0d,,
"रू. 3,10,00,000",HB-4F66A9,"chabil cabahil, Chabahil, Kathmandu",Not Available,Not Negotiable,6 days ago,2025-06-24,HouseIndividual,2,2.5,3,6,Gravel,,3.5,2345,Full,3,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-on-chabahil-in-kathmandu/4f66a9868d3a44c0b06fc75a59bc3b66,,
"रू. 2,60,00,000",HB-F62CAD,"सुन्दर टोल मार्ग, सानेपा",Not Available,Not Negotiable,30 days ago,2023-10-31,House - Individual,2,3,2,6,Pitched,,4,2500,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/ghar-ko-mulaya-navko-ghar-bkri-ma-at-sanepa-in-nepal/f62cad5140df43eeaf1c9e4528c16b2c,,
"रू. 4,60,00,000",HB-483EC6,"budanilkantha, Budhanilkantha, Kathmandu",Available,Negotiable,7 months ago,2023-07-31,House - Individual,0,2.5,3,6,Gravel,,7,0,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-wasik-in-kathmandu/483ec6561cec499da64c7b5110bb3743,,
"रू. 3,00,00,000",HB-9ACD70,"सीतापाखा, Imadol",Not Available,Negotiable,3 months ago,2030-04-17,House - Individual,2,3,4,5,Soil (Mato),,5,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-cozy-homes-highway-najeek-in-nepal/9acd70de133d4a72a7528348c7d6b00a,,
"रू. 4,25,00,000",HB-9FA2E2,Imadol,Not Available,Negotiable,9 months ago,2024-02-29,House - Individual,2,0,4,5,Pitched,,4,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-shital-height-highway-najeek-in-nepal/9fa2e27264184228bd59ec7452e86fd5,,
"रू. 4,80,00,000",HB-37A3EA,Kathmandu > Sukedhara Area,Not Available,Negotiable,1 years ago,2024-08-22,Bunglow,2,3,5,6,Pitched,,6aana,,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/for-sell-house-in-kathmandu/37a3eaeb2f05491ebf017ad6f5fe7d85,,
"रू. 11,50,00,000",HB-74F3FD,"Red Cross Road, Kalimati, Kalanki",Not Available,Negotiable,9 months ago,2023-07-27,House - Individual,5,5,5,15,Pitched,,3,800,Non,5,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/kalimati-ma-5-tale-ghar-in-nepal/74f3fd09dc4a46dfa7e68a028f78265e,,
"रू. 2,20,00,000",HB-4D618E,"Siddhipur Thaiba Road, Safal Tol, Harisiddhi, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 41700, Nepal",Not Available,Negotiable,4 days ago,2023-07-12,HouseIndividual,2,2.5,3,4,Gravel,,0.3.0.0,600,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/brand-new-house-for-sell-in-lalitpur/4d618e56e50a49ecb92e96d30c0d4abd,Bhatbhatini,
"रू. 3,15,00,000",HB-FE303F,"सीतापाखा, इमाडोल",Not Available,Negotiable,29 days ago,2023-06-17,House - Individual,2,3,4,5,Soil (Mato),,0312,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/booking-stage-in-nepal/fe303fd9fc284575b538554af394acec,,
"रू. 10,00,00,000",HB-BF4EB9,"chabil cabahil, Chabahil, Kathmandu",Not Available,Negotiable,2 months ago,2023-06-15,HouseIndividual,2,2.5,6,8,Pitched,,10 aana,0,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chabahil-in-kathmandu/bf4eb9f68053404bb0217b00cf80eeb0,,
"रू. 95,00,000",HB-379AD3,"Bisankhunarayan, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",Not Available,Negotiable,7 months ago,2023-09-30,House - Individual,1,1,1,2,Gravel,,3,2079,Full,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-bistachap-godawari-in-nepal/379ad3c972524d8ba8828c727a429cc6,,
"रू. 3,55,00,000",HB-C6EE01,"Samakhusi, Kathmandu",Not Available,Not Negotiable,10 days ago,2023-07-06,HouseIndividual,2,2.5,4,6,Pitched,,0-3-2-0,1,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-near-crs-tokha-road-in-kathmandu/c6ee01c157644a0f9079f404e762a5e4,,
"रू. 4,70,00,000",HB-F3F3A0,"Lokanthali, Bhaktapur",Not Available,Negotiable,20 days ago,2023-06-26,HouseIndividual,O,3.5,O,O,Pitched,O,7.1,O,Non,O,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/lokanthali-bigmart-najik-71anna-ghar-bikrima-in-bhaktapur/f3f3a02dcd2e4985b98b03b38491213b,Near bigmart,O
"रू. 5,50,00,000",HB-2990016,Kathmandu > Jorpati (Gokarneshwar),Not Available,Negotiable,1 years ago,2023-08-31,,1,3.5,5,9,Pitched,"3, Parking Space",12,,Non,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/for-sale-flat-system-house-in-jorpati-in-kathmandu/8daa563e49e1412e80f49d378673b59f,"Jorpati, KTM",12 year
"रू. 2,20,00,000",HB-C1A47C,"manmaiju, Manamaiju (Tarkeshwar), Kathmandu",Not Available,Not Negotiable,4 months ago,2023-06-20,HouseIndividual,1,2.5,5,7,Gravel,,0-4-0-0,800,Full,3,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-manmaiju-in-kathmandu/c1a47c1720b14043bed2cca00d28083f,,
"रू. 1,65,00,000",HB-F29C4B,"Thankot, Chandragiri, Chandragiri Municipality, Kathmandu, Bagmati Pradesh, 44619, Nepal",Not Available,Not Negotiable,2 months ago,2024-02-29,HouseIndividual,1,3,3,4,Pitched,,2.5 aana,1685,Non,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-thankot-in-kathmandu/f29c4b57e3e441c1ad0c0658061232f9,,
"रू. 2,48,00,000",HB-959EE4,"Balkhu, Kathmandu",Available,Not Negotiable,12 months ago,2023-07-31,House In a Colony,1,2.5,3,3,Pitched,,2 Anna 3 Paisa 1.16 Daam,,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/bungalow-for-sale-in-kathmandu/959ee41f75294afa89ae626a22c51898,,Brand New
"रू. 2,60,00,000",HB-A06D59,"Hattigauda, Budhanilkantha, Kathmandu, Nepal",Available,Negotiable,1 years ago,2023-12-18,House - Individual,1,2.5,4,4,Pitched,,3.2,,,1,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-hattigauda-in-kathmandu/a06d596bd8594406b6fe49d32b264272,,
"रू. 5,41,00,000",HB-2695829,Kathmandu > Ramkot (Nagarjun),Available,Negotiable,2 years ago,2023-12-12,,1,3.5,4,4,Pitched,"2, 3, 6, 9, 10, Garden, Parking Space, Security Guards, Swimming Pool, Gymnasium",7,2400,Non,,Above 20 feet,https://hamrobazaar.com/for-sale-house/brihat-community-living-ramkot-29-as-in-kathmandu/1253904622cc43d7a2bb3bb9c609a1e5,"Ramkot , Phasku",0 month
"रू. 4,35,00,000",HB-765953,"Golfutar (Budhanilkantha), Kathmandu",Not Available,Negotiable,24 days ago,2023-07-16,HouseInColony,1,2.5,3(1 Attached),3,Pitched,"Located At Peaceful Area and Garden, Parking Space also available",4.5 aana,N/A,Semi,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-golfutar-santa-colony-in-kathmandu/765953ca8fb844e5ba123e5be46953bd,300m from Golfutar Chowk,
"रू. 2,55,00,000",HB-2EA531,"सीतापाखा, Imadol",Not Available,Negotiable,3 months ago,2032-04-05,House - Individual,2,3,4,5,Soil (Mato),,3,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-w-bhatta-nayabasti-in-nepal/2ea531a2d6474c2aae50f251f5812026,,
"रू. 3,32,00,000",HB-A33A06,"Galkopakha, Golkopakha (Shorakhutte), Kathmandu",Not Available,Not Negotiable,6 months ago,2023-06-30,HouseIndividual,1,6,3,5,Pitched,,1.1.2,376.475,Non,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-galkopakha-mani-road-samakhusi-in-kathmandu/a33a06cabfae4f549eaee5a487cb5782,,
"रू. 1,75,00,000",HB-14B056,"Airport Pokhara, Kaski (Pokhara)",Available,Negotiable,12 months ago,2023-11-18,House - Individual,1,2\5,3,8,Pitched,,4,,Full,2,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sell-pokhara-14-majeri-patan-in-kaski/14b0564c0b214e188d368a2e65e2dcde,,
"रू. 6,50,00,000",HB-1B9890,"mandhikatar, Mandikatar (Dhumbarahi), Kathmandu",Not Available,Negotiable,3 months ago,2023-07-14,HouseIndividual,1,3,4,5,Pitched,,25000,25000,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-mandikatar-kathmandu-in-bara/1b9890af766e462599a1d8c5f7df6b57,,
"रू. 6,15,00,000",HB-306AD7,"Mahila Ghar Marg, Sainbu, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 13775, Nepal",Not Available,Negotiable,2 months ago,2023-11-10,HouseIndividual,1,2,5,4,Pitched,,6 ana,2053,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/bhaisipati-house-for-sale-in-lalitpur/306ad71d2e6141f093699dc2cec3d3e5,,
"रू. 10,00,00,000",HB-2225839,Kathmandu > Baluwatar,Not Available,Negotiable,3 years ago,2024-02-29,,1,2.5,3,4,Pitched,"2, 3, Garden, Parking Space",13,,Non,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/baluwatar-13-ana-land-on-sale-with-old-bungalow-in-kathmandu/8b6caa0ff03c450a973c4d07fad212aa,Baluwatar,
"रू. 2,50,00,000",HB-CFEEAC,"Tikathali (Mahalaxmi), Lalitpur",Available,Not Negotiable,8 months ago,2023-12-12,House - Individual,0,2.5,0,0,Pitched,,3.1,0,Full,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-tikathali-nearby-petrol-pumb-in-lalitpur/cfeeacad7cb34e70b78fffeba73f9309,,
"रू. 2,60,00,000",HB-F71668,"Lalitpur City, Lalitpur",Not Available,Not Negotiable,4 months ago,2025-04-04,HouseInColony,1,2.5,3,5,Pitched,,3 Aana 3 Dam,1200,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-harisidhhi-lalitpur-in-lalitpur/f716687ec9af475c949facb19c645526,Harisiddhi,
"रू. 4,25,00,000",HB-24B230,Dharampur,Not Available,Negotiable,10 months ago,2023-08-31,House - Individual,3,3,6,5,Pitched,parking,4,1300,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-semi-bangla-hepali-in-nepal/24b23017d8274eca958b6824eefc4d15,,
"रू. 78,00,000",HB-E1EE0A,"Kanti Path, त्रिपुरेश्वर",Not Available,Negotiable,26 days ago,2023-10-29,House - Semi Commercial,2,3,3,8,Pitched,,8,2900,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/8-aanaa-land-with-free-house-tripureshwar-on-sale-in-nepal/e1ee0a28df124699b207e92dd756d540,tripureshwar,
"रू. 10,00,00,000",HB-C38A11,"budanilkantha, Budhanilkantha, Kathmandu",Not Available,Negotiable,2 months ago,2023-06-30,Bunglow,11,2.5,4,5,Pitched,,16ana,2500,Semi,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/bungolow-house-for-sale-at-budhanilkantha-ktm-in-kathmandu/c38a11ab44124b2abac4d118fa6594aa,,
"रू. 2,30,00,000",HB-CD8327,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",Available,Negotiable,7 months ago,2025-03-10,House - Individual,2,2.5,3,7,Gravel,"Spacious Parking, Puja Room",3,1200,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-tikathali-in-lalitpur/cd8327b5aa0740498801d943acf921ec,Imadol Highway 400m,
"रू. 3,40,00,000",HB-A80A8C,"Dharmasthali (Tarkeshwar), Kathmandu",Available,Not Negotiable,8 months ago,2023-12-12,House - Individual,-2,2.5,3,6,Gravel,,5.2,0,Full,2,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-dharmasthali-in-kathmandu/a80a8c1ecf554c289bd29ba14885a779,,
"रू. 5,00,00,000",HB-3383E5,"Balkumari, Lalitpur",Not Available,Negotiable,5 months ago,2030-03-31,HouseInColony,1,2.5,5,4,Pitched,,5 AANA,2000 sq.ft,Semi,2,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/3383e58ba80743f993d20b7746041888,300 MITER FROM RING ROAD,residential
"रू. 1,95,00,000",HB-8356EA,"Bishnudol-Lubhu Road,",Not Available,Negotiable,2 months ago,2032-05-04,House - Individual,2,3,4,5,Soil (Mato),,3,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-luvu-don-bosco-school-najeek-in-nepal/8356ea1a1fe44dba857f12f40c87a420,,
"रू. 1,95,00,000",HB-A8FBF7,"new naikap, Naya Naikap (Chandragiri), Kathmandu",Not Available,Not Negotiable,26 days ago,2023-06-20,HouseIndividual,3,3,2,3,Gravel,,4,4,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/new-house-in-kathmandu/a8fbf725a21d4b0a9ee65d2c71d53e32,,
"रू. 2,50,00,000",HB-A4BD82,"Gwarko Koteshwor Imadol, Balkumari Area, Lalitpur",Not Available,Not Negotiable,2 months ago,2024-01-21,HouseIndividual,2,2.5,4,6,Pitched,,4,0,Full,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/for-sale-6bhk-house-in-imadol-lalitpur-in-lalitpur/a4bd821f61824e6f9da7025fe910861c,Imadol Swimming pool,
"रू. 2,60,00,000",HB-B95740,"Panchakumari Chok, Mandikhatar",Not Available,Negotiable,4 months ago,2023-08-31,House - Individual,2,2,3,6,Pitched,,3,0,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/b957406300a74045b38ca91efec95fd6,,
"रू. 2,80,00,000",HB-2FB820,"Satungal Area Health Post, Satungal Road, Matatirtha, Boshigaun, Chandragiri, Kathmandu",Available,Negotiable,1 years ago,2023-09-01,House - Individual,,2.5,,,Gravel,,4 aana,,Full,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-in-kathmandu/2fb820964f08457984780c888f55e794,CG Fruit Factory,
"रू. 4,25,00,000",HB-C3B5C7,"Makalbari Narayantar Boudha Baudha Gokarna, Jorpati Area, Kathmandu",Not Available,Not Negotiable,4 days ago,2025-06-26,HouseIndividual,3,2.5,3,5,Pitched,,4.25,2345,Full,3,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-near-green-hill-city-jorpati-in-kathmandu/c3b5c754766447198d19f71649ab38bb,,
"रू. 2,50,00,000",HB-39AB7A,"Taukhel (Godawari), Lalitpur",Not Available,Not Negotiable,8 days ago,2023-07-08,HouseIndividual,1,2,3,2,Gravel,,0-5-0-2,1,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-godawari-in-lalitpur/39ab7a09d0b14495843acc34afa280dc,,
"रू. 6,00,00,000",HB-FE27BB,"जोर पिपल, बालुवाटार",Not Available,Negotiable,1 months ago,2023-09-30,Bunglow,2,3,4,5,Pitched,,5,3700,Semi,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-gairedhara-5-anna6-cr-in-nepal/fe27bbd23a014ee8884db286eeebce7e,,
"रू. 2,50,00,000",HB-97877E,"Thānkot, Chandragiri, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Not Negotiable,7 months ago,2023-09-30,House In a Colony,2,3,2,4,Pitched,,041,8,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/ghar-in-kathmandu-in-nepal/97877e1888a04f1e94c0fb297cd9b6c8,,
"रू. 2,50,00,000",HB-2501892,Kathmandu > Baluwatar,Not Available,Not Negotiable,2 years ago,2023-06-16,,,2.5,,,,"3, Parking Space",4,,,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/urgently-needed-house-in-baluwatar-lazimpat-naxal-in-kathmandu/f10c51e827184572bc7dd93b43bc93fa,,
"रू. 4,40,00,000",HB-4C2C3D,"budanilkantha, Budhanilkantha, Kathmandu",Available,Negotiable,7 months ago,2023-07-31,House - Individual,1,2.5,3,6,Gravel,,6,0,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budanilkanthta-in-kathmandu/4c2c3df4c49c44bc8ceb9d1f9f8b801a,,
"रू. 3,50,00,000",HB-EB8E79,"Baluwakhani Chok, Golphutar",Not Available,Negotiable,3 months ago,2025-04-30,House - Individual,2,3,5,6,Pitched,"parking, garden",5,2700,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/5-aanahouse-for-sale-vallypublic-budhanilkantha-in-nepal/eb8e79accea142eda8742500410c4f44,Near Vally publicly School,4 years
"रू. 8,00,00,000",HB-BE4C2A,Dharampur,Not Available,Negotiable,9 months ago,2024-12-31,House - Individual,3,3,7,6,Pitched,All,6,1500,Full,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/be4c2aab04b340a1a77c29caac2897ef,,
"रू. 2,25,00,000",HB-B7955C,"Gokul Awas Ned Khokana, Karyabinayak, Nepal",Available,Negotiable,1 years ago,2023-08-31,Godown/Tahara,,,,,Gravel,,3.5,,,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/trust-house-for-sale-at-gokul-awash-in-nepal/b7955c31f59244d6bccfa75221d2c71e,,
"रू. 2,00,00,000",HB-33247D,"vasundhara, Basundhara, Kathmandu",Available,Negotiable,10 months ago,2023-07-30,House - Individual,2,2.5,2,5,Pitched,,4,0,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-basundhara-in-kathmandu/33247d867da34809bd96cab186b73a94,,
"रू. 3,65,00,000",HB-3003758,Kathmandu > Bhangal (Budhanilkantha),Not Available,Negotiable,1 years ago,2023-08-31,,2,2.5,3,6,Gravel,Parking Space,4,,Semi,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/for-sale-flat-sys-house-at-bhangal-in-kathmandu/b31d3208869d4b8dae680900215109d3,"Bhangal, Sundarbasti, near karuna Hospital",1.5 year
"रू. 2,40,00,000रू. 2,40,00,000",HB-A54667,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",Available,Not Negotiable,8 months ago,2023-06-28,House In a Colony,2,1,2,2,Pitched,,4,1369,Semi,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-matatirtha-chandragiri-a55-in-kathmandu/a546671b2eb245fda409db7d471a7206,,
"रू. 1,95,00,000",HB-3047620,Kathmandu > Gothatar (Kageshwor),Not Available,Negotiable,1 years ago,2023-07-31,,,3.5,4,,Pitched,Parking Space,3,,,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/forceparkkadaghari-in-kathmandu/2d7ed1a3c73040a188063c7b879f8a1f,"Forcepark, kadaghari",
"रू. 5,80,00,000",HB-22AFD4,"Hattigaunda Bhangal Chapali Chunikhel Hepali Height Italitar Khadka Bhadrakali Narayanthan Mahankhal Pasikot Golfutar Budanilkantha, Budhanilkantha Area, Kathmandu",Not Available,Negotiable,1 months ago,2023-07-05,HouseIndividual,3,3.5,6,8,Pitched,,6 aana,0,Non,3,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-ganesh-chowk-in-kathmandu/22afd46d6ab64835a683d061cb7da3fc,,
"रू. 6,25,00,000",HB-975A6A,Imadol,Not Available,Negotiable,8 months ago,2024-11-30,House - Individual,2,3,5,7,Soil (Mato),,0420,0,Full,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-shital-height-prime-location-in-nepal/975a6aaf91b14b2189e86a47ec8e79e4,,
"रू. 2,90,00,000",HB-F9C26F,"budanilkantha, Budhanilkantha, Kathmandu",Not Available,Negotiable,3 months ago,2023-12-27,HouseIndividual,3,3,7,12,Pitched,,5aana,.,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/f9c26f0f6d564b4ab2e2b49f1ca5c2bf,,
"रू. 2,10,00,000",HB-E737D7,"Sitapakha, Imadol, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44705, Nepal",Available,Not Negotiable,1 years ago,2023-06-30,,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/house-on-sale-rs-21000000-in-lalitpur/e737d7c34a2d42bf98a1434ea827aa6b,,
"रू. 2,70,00,000",HB-71EF82,"Sitapaila (Nagarjun), Kathmandu",Not Available,Negotiable,6 months ago,2023-11-06,HouseIndividual,1,2,4,4,Soil,,12,.,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-ramkot-in-kathmandu/71ef82b685c94e3cb03eacb915165681,,
"रू. 5,25,00,000",HB-9EF6D7,"लाखे चौर, नया बानेश्वर",Not Available,Negotiable,1 months ago,2024-06-05,House - Individual,2,4,10,10,Pitched,,5,1626,Non,2,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/semi-commercial-house-for-sale-in-nepal/9ef6d7a3f1d34eaf944bddeb2c92913e,,
"रू. 3,25,00,000",HB-BA4E6B,Khadkagaon,Not Available,Negotiable,5 months ago,2025-03-31,House - Individual,2,3,4,5,Pitched,पार्किंग र parketting,4,1900,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/hepali-height-house-on-sale-semi-bungla-in-nepal/ba4e6b823e4246bc9b53a8fc22c71c31,,
"रू. 1,80,00,000",HB-E7FBDE,"Gusingal (Sanepa), Lalitpur",Not Available,Not Negotiable,1 months ago,2023-08-10,HouseSemiCommercial,1,3,7,10,Pitched,,22,7500,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-sanepa-in-lalitpur/e7fbdecf8bd94214b7735193b02f43e3,,
"रू. 2,85,00,000",HB-EAF1AD,"budanilkantha, Budhanilkantha, Kathmandu",Available,Negotiable,11 months ago,2023-07-17,House - Individual,0,2.5,4,11,Pitched,,4Ana 1Daam,0,Non,4,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/eaf1ad64c8414ce4a9d704b9525bcecc,,
"रू. 2,80,00,000",HB-6038BC,"पासाङ मार्ग, सानोपोखरा चोक",Not Available,Negotiable,1 months ago,2024-06-05,House - Individual,3,3,6,11,Pitched,"Car parking, 24 Hr Water",10,2000,Full,5,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/beautiful-house-in-hetauda-in-nepal/6038bc4df2c24c39b82523f93e466469,Near Forestry College,
"रू. 3,10,00,000",HB-812C0E,Imadol,Not Available,Negotiable,4 months ago,2029-03-21,House - Individual,2,3,4,5,Soil (Mato),,0310,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-nayabasti-swimming-pool-in-nepal/812c0efa568d48d4be14af0e788fcc16,,
"रू. 7,20,00,000",HB-838BE8,"bangal, Bhangal (Budhanilkantha), Kathmandu",Not Available,Negotiable,4 months ago,2023-09-30,HouseSemiCommercial,2,3.5,5,8,Pitched,,13,5500,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-bangal-in-kathmandu/838be8121bbc4f379e5036c157fc469c,,
"रू. 8,50,00,000",HB-2443A6,"Nagarjun Marg, पिपल बोट, तिलगंगा",Not Available,Negotiable,25 days ago,2023-06-20,Bunglow,2,3,5,5,Pitched,,8,2900,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/fullfurnished-bungalow-on-sale-battisputali-in-nepal/2443a6b545a4470082b5b276bb06397d,battisputali,
"रू. 1,69,00,000",HB-C7F196,"Badikhel (Godawari), Lalitpur",Not Available,Not Negotiable,11 months ago,2023-07-26,House - Individual,2,2.5,3,6,Gravel,,4,2300,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/godawari-4-aana-house-in-lalitpur/c7f196b363ea4773a3926f2973e5a036,,
"रू. 3,50,00,000",HB-448C88,"Koteshwor, Kathmandu",Available,Not Negotiable,8 months ago,2023-11-19,House - Individual,1,2,0,4,Others,,6,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/a-residential-house-for-sale-at-koteshwor-kathma-in-kathmandu/448c889beaa14732894c64f221490d3a,,
"रू. 2,50,00,000",HB-5B5A56,"Sanchal (Sanepa), Lalitpur",Not Available,Not Negotiable,4 months ago,2023-06-19,HouseIndividual,1,1,1,1,Pitched,,0-2-2-0,800,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-sanchal-sanepa-in-lalitpur/5b5a5606a73e4114b7a698a78919d8f2,,
"रू. 50,00,000",HB-7E7B1A,"Budhanilkantha, Kathmandu, Bagmati Pradesh, Nepal",Not Available,Not Negotiable,3 months ago,2023-06-30,Bunglow,3,3,4,4,Pitched,,22 Ropanies,6000,Semi,2,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/luxury-house-and-land-for-sale-in-budhanilkantha-in-kathmandu/7e7b1a899c8547ee9b55f9d949076899,Budhanilkantha,
"रू. 3,40,00,000",HB-163D97,"budanilkantha, Budhanilkantha, Kathmandu",Not Available,Not Negotiable,6 months ago,2023-09-20,HouseIndividual,2,2.5,4,5,Pitched,,4,0,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-brand-new-in-kathmandu/163d978240054f67a265ab8d3fb89c99,,
"रू. 3,45,00,000",HB-527570,Imadol,Not Available,Negotiable,5 months ago,2029-02-21,House - Individual,2,3,5,6,Soil (Mato),,0412,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-ochu-height-highway-najeek-in-nepal/527570d9c9594ce2a9238f74462921ab,,
