,price,AD ID,Location,Delivery,Negotiable,Ads Posted,Ads Expiry,Type,Living Room,Floor,Bathroom,Bedroom,Road Type,Land Size (Aana/Dhur),Buildup (Sqr. Ft.),Furnishing,Kitchen,Road Size,url,Used For,Land Mark,Features
485,"रू. 1,35,00,000",HB-FFA196,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",Not Available,Negotiable,5 months ago,2024-01-03,HouseIndividual,2,2.5,3,5,Gravel,4,1500,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/in-lalitpur/ffa1963b8bdb480681ab37274040b95c,,Muktinath Temple Godamchaur,"Spacious Parking, Drinking Water, Peaceful Environment"
486,"रू. 3,95,00,000",HB-28247D,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",Available,Negotiable,7 months ago,2023-07-31,House - Individual,1,2.5,5,5,Pitched,4,0,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-ganeshchowk-in-kathmandu/28247d7b952a4c06816f6e36c6fc56ec,,,
487,"रू. 3,10,00,000",HB-46FED7,"bangal, Bhangal (Budhanilkantha), Kathmandu",Available,Not Negotiable,10 months ago,2023-07-30,House - Individual,0,3,3,6,Pitched,4,0,Non,3,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-sundarbastibhangal-in-kathmandu/46fed721f9ab44d6a9f64543b9b6fb90,,,
488,"रू. 18,00,00,000",HB-FB07DE,"budanilkantha, Budhanilkantha, Kathmandu",Not Available,Not Negotiable,15 days ago,2023-06-30,Bunglow,1,2.5,4,4,Pitched,24,1,Semi,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/fb07deb6341b45ef8e2236ef754fdd31,,,
489,"रू. 2,25,00,000",HB-BFEF6C,"Shova NiWas, Sana Gaon - Shankhadevi - Dharachaur Road, Bisnudol, Khadkatol, Lubhu, Mahalaxmi Municipality, Lalitpur, Bagmati Pradesh, 44700, Nepal",Not Available,Not Negotiable,27 days ago,2023-06-30,HouseIndividual,02,2.5,04,5,Pitched,3,2100,Semi,02,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-saana-gau-sidhdhipur-heightma-in-lalitpur/bfef6c78b0b74cc5b41af413e579c490,0,Shidhdhipur Height,Brand New
490,"रू. 3,60,00,000",HB-AF9A1F,"Nakkhudol Pitrikunda Marg, Sainbu, Lalitpur",Not Available,Negotiable,4 months ago,2023-09-20,House - Individual,1,2,5,5,Gravel,4,2700,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-bhaisepati-in-lalitpur/af9a1f5d6ae74251b798066dffc667aa,New,500 meters fromBhaisepati Chowk,Smart & Modern
491,"रू. 4,50,00,000",HB-9C00D3,"Thapagaun, Kathmandu, Kathmandu Metropolitan City, Kathmandu",Not Available,Negotiable,4 days ago,2023-07-12,House - Semi Commercial,3,4,4,3,Pitched,5,152,Non,4,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-kalanki-in-kathmandu/9c00d3cd661d495889ac91a7704e7dba,,,
492,"रू. 1,38,00,000",HB-88890C,"Lamatar (Mahalaxmi), Lalitpur",Not Available,Negotiable,4 months ago,2023-10-31,HouseIndividual,O,O,O,O,Gravel,3,O,Non,O,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/lamatar-housing-najik-unfinished-ghar-bikrima-in-lalitpur/88890c21dd044bc883ff2cf2f45aba8d,O,Lamatar housing near,O
493,"रू. 7,00,00,000रू. 6,50,00,000",HB-F12535,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",Not Available,Not Negotiable,4 months ago,2023-07-01,HouseIndividual,1,3.5,6,6,Gravel,6.5 aana,3000,Semi,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/6bhk-house-for-sale-at-bhaisepati-gokul-awas-in-lalitpur/f12535de49c149ae9f01e046ef3d3a0a,,,
494,"रू. 2,61,99,999",HB-C582ED,"Imadol (Mahalaxmi), Lalitpur",Not Available,Negotiable,22 days ago,2023-06-23,HouseIndividual,3,2 and half,3,5,Gravel,111.98,.,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/residential-house-ek-kitta-main-road-bata-in-lalitpur/c582edcc6f044925bc04ba7b12bb132d,4-5 years,Dr. Ansari medical clinic of imadol,
495,"रू. 3,65,00,000",HB-B5517B,"Dharampur, बुदानिलकन्ठ, Budhanilkantha, Kathmandu, Bagmati Pradesh, 44622, Nepal",Not Available,Not Negotiable,5 months ago,2023-07-16,HouseIndividual,3,3.5,7,8,Gravel,4,3500,Non,3,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/4-anna-land-with-new-house-at-bhangal-on-sale-in-kathmandu/b5517bc6a725470790cbec116828d599,,,
496,"रू. 3,20,00,000",HB-D374E7,"kopan, Kapan, Kathmandu",Not Available,Not Negotiable,5 months ago,2023-07-08,HouseIndividual,1,2.5,4,5,Pitched,4,2533,Non,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-kapan-height-gjbhos-3356-in-kathmandu/d374e7a532154216b6da56f15af1318a,,,
497,"रू. 16,00,00,000",HB-8CC432,Khadkagaon,Not Available,Negotiable,7 months ago,2023-12-31,House - Individual,2,3,7,6,Pitched,26,5000,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/luxurious-bungla-on-sale-in-nepal/8cc4327192e044bdad5541e35f3c2f91,,,
498,"रू. 5,00,00,000",HB-863536,"अरुन थापा मुर्ति चोक, सानेपा",Not Available,Negotiable,2 months ago,2023-10-31,House - Individual,1,2,3,4,Pitched,6,2812,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/hoise-for-sale-at-sanepa-lalitpur-in-nepal/863536439fda41f7a17acd663459940a,,,"Parking, garden"
499,"रू. 12,50,00,000",HB-F4B992,"झिंगै, तुलसीपुर वडा नं १७, बेलझुण्डी, तुलसीपुर, दाङ, Lumbini Province, नेपाल",Not Available,Negotiable,5 months ago,2023-06-30,House - Individual,1,1,2,7,Pitched,231,7000,Semi,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/dang-house-and-land-on-sale-in-nepal/f4b99228e848458b93f72214d03357f7,not used,Nepal Sanskrit University,"in highway, attached with dang khelkud, best for someone willing to create hotels and all"
500,"रू. 2,00,00,000",HB-B1BA1C,"Bhangal , Valley Public School, Budhanilkantha, Kathmandu, Nepal",Not Available,Not Negotiable,1 years ago,2023-06-30,Bunglow,1,2.5,3,6,Pitched,3aana 1 dam,,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/for-sell-hiuse-in-kathmandu/b1ba1cfec63846b3a64673ef4f6b41e3,4 year,,
501,"रू. 3,25,00,000",HB-27FAFC,Imadol,Not Available,Negotiable,7 months ago,2024-12-31,House - Individual,2,3,4,5,Soil (Mato),0322,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-shital-height-new-millennium-school-in-nepal/27fafc718ec34ce98f0796af78fa7f1e,,,
502,"रू. 5,10,00,000",HB-3060521,Kathmandu > Naxal,Not Available,Not Negotiable,1 years ago,2023-10-29,,,3,,,Pitched,5.2,,,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/522-aana-naxal-3-floor-house-just-20-mtr-away-in-kathmandu/75f6ea396acf4578950065b45151e0c9,,Near dungedhara chowk Cksgirishmacks,
503,"रू. 70,00,000",HB-2995842,Kathmandu > Boudha,Not Available,Not Negotiable,1 years ago,2025-01-17,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/boudha-planning-ma-ghr-jagga-bikrima-in-kathmandu/db3be5700fae488b94c1cd9c46d53455,,,
504,"रू. 3,00,00,000",HB-085F69,"suchatar, Syuchatar (Kalanki), Kathmandu",Not Available,Not Negotiable,2 months ago,2023-07-10,HouseIndividual,1,3.5,3,10,Pitched,5,1,Non,2,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-syuchatar-kathmandu-in-kathmandu/085f69f6626f47a3a517977d314e1a80,,,
505,"रू. 2,85,00,000",HB-A0A633,"Baluwakhani Chok, Golphutar",Not Available,Negotiable,6 months ago,2024-01-31,House - Individual,2,3,5,6,Pitched,4,1800,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/baluwakhani-semi-bungla-on-sale-in-nepal/a0a633fe36404535840f7d7c570281eb,,,big parking र कोरिडोरमा
506,"रू. 3,00,00,000",HB-84BA03,"Namgyal, Gokarneshwar Municipality, Kathmandu",Not Available,Not Negotiable,1 months ago,2023-06-16,House - Individual,4,4,4,11,Gravel,4,1050,Semi,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-sale-in-kathmandu/84ba036cda1a49d8b34dfdeaf72482f8,Family,,Tile and Marvell
507,"रू. 2,75,00,000",HB-1B3C83,"F58, Dharan, Vedetar, Sangurigadhi, Dhankuta, Koshi Province, Nepal",Not Available,Negotiable,3 days ago,2023-10-12,HouseIndividual,2,5,8,8,Pitched,8 Ana,Total area 1605 square feet. Plinth area 1503 sq feet,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/bhedetar-house-for-sale-in-dhankuta/1b3c83a66c424cf61c9c36d5a562977d,Residential/Business house,Near Hotel Makalu View,5 storey building with attached bathrooms in most rooms
508,"रू. 95,00,000",HB-FB7EFB,"Kushleshwar Marg, Hyumat, Kuleshwar",Not Available,Not Negotiable,5 months ago,2023-08-19,House - Individual,1,2,2,4,Pitched,2,71,Non,1,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/fb7efbd0e6f54830ae8f0065b8486c33,,,
509,"रू. 3,50,00,000",HB-454631,"vasundhara, Basundhara, Kathmandu",Not Available,Negotiable,1 days ago,2023-07-13,HouseIndividual,2,2.5,3,53,Pitched,5,.,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-basundhara-in-kathmandu/4546312b2fb6746d1259407db913c6da,Residential,Basundhara,
510,"रू. 65,00,000",HB-2784778,Kathmandu > Bafal,Not Available,Not Negotiable,2 years ago,2023-08-31,,,2.5,,,Pitched,11.2,,,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/112-aana-bunglow-at-bafal-vip-location-wid-two-si-in-kathmandu/fa52f7b8cc5445a2be193ca0e4c3be73,,Somewhere in bafal Cksdiwakcks,
511,"रू. 1,80,00,000",HB-5EDF41,"Dharmasthali, Tarakeshwar Municipality, Kathmandu, Bagmati Pradesh, 19975, Nepal",Not Available,Negotiable,16 days ago,2023-06-29,HouseIndividual,2,2.5,3,6,Gravel,3 aana,2200,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/new-house-for-sale-in-kathmandu/5edf415183d24a58b3197bf75c95ba2b,Residence,Tarkeshor basnettar,New house
512,"रू. 16,00,00,000",HB-61FA39,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Not Available,Negotiable,2 months ago,2025-04-26,House - Individual,00,00,00,00,Pitched,32,00,Semi,00,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/budhanilkantha-ma-2-ropani-ma-ghar-bikrima-in-kathmandu/61fa3992280242088593de5ead54945f,,,
513,"रू. 1,60,00,000",HB-838F45,"Lamatar (Mahalaxmi), Lalitpur",Not Available,Not Negotiable,24 days ago,2024-12-12,HouseInColony,1,2.5,3,3,Pitched,3,1344,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/fully-furnished-house-on-sale-at-lamatar-lalitpur-in-lalitpur/838f45c82875450f8e35f6bdc2b4ecbb,,,
514,"रू. 2,50,00,000",HB-099DF4,"manmaiju, Manamaiju (Tarkeshwar), Kathmandu",Not Available,Negotiable,3 months ago,2023-12-28,HouseIndividual,1,2,2,6,Pitched,4aana,.,Non,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-manamaiju-in-kathmandu/099df4d848f64db79a3eaaffc844028c,,,
515,"रू. 5,25,00,000",HB-A870CA,"Bansbari Sadak, Narayan Gopal Chowk, Basundhara",Not Available,Negotiable,9 months ago,2024-02-29,House - Individual,2,3,5,5,Pitched,6,1700,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/52-in-nepal/a870ca8f3cfd4ce2ab7be466b4a30150,,,All
516,"रू. 3,25,00,000",HB-5D33F3,"Tathagat International Public School, Gwarko-Lamatar, Imadol, Mahalaxmi, Lalitpur",Not Available,Negotiable,4 months ago,2023-07-17,Apartment Building,1,3,4,4,Pitched,4,1500,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/brand-new-4-ana-house-imadole-in-lalitpur/5d33f338a71a41839816a268d3a275ca,,,
517,"रू. 6,30,00,000",HB-558E62,"Nepalgunj (Other Area), Banke (Nepalgunj)",Not Available,Not Negotiable,6 months ago,2027-12-31,HouseIndividual,2,3,5,8,Pitched,32,3200,Semi,2,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/8bhk-massive-bungalow-on-sale-at-nepalgunj-in-banke/558e62e989b2413e9c59e7db55bf067e,,,
518,"रू. 2,25,00,000",HB-FA6748,Imadol,Not Available,Negotiable,8 months ago,2024-11-30,House - Individual,2,3,4,5,Pitched,0,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-setipakha-hattiban-in-nepal/fa67481c4ad141bd9bf447ad4c6e16bc,,,
519,"रू. 4,50,00,000",HB-061E1C,"Budhanilkantha, Kathmandu",Not Available,Not Negotiable,10 months ago,2023-09-03,House - Individual,2,3,5,5,Gravel,7,222,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/7-aana-house-for-sale-at-budhanilkantha-in-kathmandu/061e1c6c4f9e42ff82334dad895d1871,,,Parking spaces available
520,"रू. 3,50,00,000",HB-2149521,Kathmandu > Dhapasi (Tokha),Not Available,Not Negotiable,3 years ago,2023-09-02,,,2.5,,,Pitched,6.2,,,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhapasi-code-no-gjbhos-2731-in-kathmandu/ef61dc2f7e59403bbff54a7a62f49057,,http://gharjaggabazar.com/sale/Dhapasi/6187/2/,"3, Parking Space"
521,"रू. 3,75,00,000",HB-2758602,Kathmandu > Bhangal (Budhanilkantha),Not Available,Negotiable,2 years ago,2023-08-31,,1,2.5,5,5,Pitched,4.2A,,Non,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/bhangal-25-storied-residential-bungalow-in-kathmandu/38de0c2debb74236b6829f6393fdcbaa,New,Tallo Bhangal,"3, 4, 5, Parking Space, Garage, Servant Quarter"
522,"रू. 2,85,00,000",HB-3104806,Kathmandu > Akasedhara (Kapan),Not Available,Negotiable,1 years ago,2023-07-31,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/chabahel-sarswotinagar-house-in-sell-in-kathmandu/57efaa1c14804833bcbe34d653d93e7c,,,
523,"रू. 7,25,00,000",HB-2930396,Kathmandu > Baluwatar,Not Available,Not Negotiable,2 years ago,2023-09-24,,,3,9,8,Pitched,6,5300,Non,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/baluwatar-6-aana-4-family-plus-rental-income-base-in-kathmandu/2401d08cc5ee41668703a3a21a3155af,,Will go on call.lets talk wisely first Cksanujfbcka,"3, 5, Parking Space, Servant Quarter"
524,"रू. 5,25,00,000",HB-57E1C1,"Budhanilkantha, Kathmandu",Not Available,Negotiable,4 months ago,2024-09-26,House - Individual,3,3,5,6,Gravel,5,174,Non,2,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/55-aana-house-for-sale-at-budhanilkantha-urgent-in-kathmandu/57e1c1a5835b494faea077ea25d6b340,8 months,,Semi bungalow with 2 car parking
525,"रू. 11,40,00,000",HB-BD3AB6,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",Not Available,Not Negotiable,18 hours ago,2023-07-14,HouseIndividual,1,3,3,4,Pitched,12,2500,Non,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/12-in-lalitpur/bd3ab6dd855e7cea4879267fe0df334c,,,
526,"रू. 3,35,00,000",HB-569B30,"बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,15 days ago,2023-07-01,Bunglow,1,2,4,5,Pitched,4,2500,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/semi-bunglow-house-sale-ruddesor-budhanilkantha-in-nepal/569b30edd7254db9b5caf3758d321dc6,,,
527,"रू. 3,75,00,000",HB-416F10,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",Not Available,Negotiable,2 months ago,2024-05-21,HouseIndividual,2,2.5,5,5,Gravel,4 aana,2500,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/commercial-in-lalitpur/416f106b1c45412cbfba0eab4094eb63,,Bojepokhari,"Spacious Parking, Commercial"
528,"रू. 3,10,00,000",HB-B183D8,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",Not Available,Negotiable,3 months ago,2023-11-02,HouseIndividual,2,3.5,3,4,Pitched,3,0,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-bhaisepati-in-lalitpur/b183d80ec1934537bda46004f8be49f9,,,
529,"रू. 2,20,00,000",HB-C142C7,"लोकतान्त्रिक चोक,",Not Available,Negotiable,3 days ago,2023-07-12,House - Individual,1,4,3,8,Pitched,3,3,Semi,4,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/manamaijugumba-najikai-ramro-ghar-bikrima-in-nepal/c142c779d48f4574815a17d882b24c49,5+ years,,Great
530,"रू. 2,40,00,000",HB-C695F4,"Balkhu, Kathmandu",Not Available,Not Negotiable,5 months ago,2023-06-30,HouseInColony,2,2.5,4,4,Pitched,3 Aana,3 Aana,Non,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/25-storey-house-sale-at-brihat-cluster-balkhu-in-kathmandu/c695f425a4b04449bf380b343b54b716,,,
531,"रू. 2,15,00,000",HB-01E334,"vasundhara, Basundhara, Kathmandu",Not Available,Not Negotiable,29 days ago,2023-06-16,HouseIndividual,2,2.5,3,6,Pitched,3.5,2200,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-sale-on-basundhara-greenland-in-kathmandu/01e334ae6a184c508d7540d070bbea7b,,,
532,"रू. 4,00,00,000",HB-63E61B,"All Core Lalitpur, Lalitpur",Not Available,Not Negotiable,3 months ago,2023-07-31,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/flat-for-rent-in-kupundol-in-lalitpur/63e61bf7eb584fb78a4e1f7bf876b3b0,,,
533,"रू. 2,20,00,000रू. 2,20,00,000",HB-663C5B,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",Available,Not Negotiable,8 months ago,2023-06-28,House In a Colony,1,1,2,2,Pitched,4,1369,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-matatirtha-chandragiri-b2-in-kathmandu/663c5b298e9445c888a4723742998b5d,,,
534,"रू. 1,70,00,000",HB-00A473,"Dhapasi (Tokha), Kathmandu",Available,Negotiable,8 months ago,2023-12-30,House - Individual,0,2.5,4,8,Pitched,3,0,Semi,0,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhapasi-in-kathmandu/00a4736c053a4416a99a6b86164163c6,,,
535,"रू. 2,50,00,000",HB-2276488,Lalitpur > Hattiban,Not Available,Not Negotiable,3 years ago,2027-05-22,,1,2.5,3,4,Pitched,2.5,,Semi,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-hattiban-lalitpur-nepal-in-lalitpur/51692bdae3b849d597697a82dac76eb3,,"Satdobato, Hattiban, Lalitpur","2, 3, Garden, Parking Space"
536,"रू. 2,30,00,000",HB-634AE5,"Tikathali (Mahalaxmi), Lalitpur",Available,Not Negotiable,10 months ago,2023-12-28,House - Individual,2,2.5,2,6,Pitched,3.2,1381,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-tikathali-in-lalitpur/634ae56486b743498237b1490d9cad65,,,
537,"रू. 5,65,00,000",HB-C41EBD,"vishal nagar, Bishal Nagar, Kathmandu",Not Available,Negotiable,3 days ago,2023-07-12,HouseIndividual,1,2.5,4,4,Pitched,6,2000,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-bishalnagar-ktm-in-kathmandu/c41ebd82336342d2a827de9d9120f2ed,,Near by naxal Bhabhatni,Good
538,"रू. 2,10,00,000",HB-B175E9,"techo, Thecho (Bajrabarahi), Lalitpur",Not Available,Not Negotiable,19 days ago,2023-06-27,HouseIndividual,2,3,4,5,Gravel,3,1900,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/in-bara/b175e9b70f7e436097d7619b70fc7175,,,
539,"रू. 5,75,00,000",HB-3039667,Kathmandu > Narayanthan (Budhanilkantha),Not Available,Not Negotiable,1 years ago,2023-12-28,,1,2.5,5,5,Gravel,6,3200,Full,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/budhanilkantha-banglow-on-sale-in-kathmandu/f62e71a685344416a5916aa11de3a3ce,,Budhanilkantha kathmandu,"Garden, Parking Space, Garage, Servant Quarter, Security Guards"
540,"रू. 2,65,00,000",HB-4D0125,"Imadol (Mahalaxmi), Lalitpur",Not Available,Negotiable,1 months ago,2023-06-30,HouseIndividual,2,2.5,4,4,Pitched,3.2,0,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-lalitpur/4d01251bd72343f986149dc021e5d338,Your house,,YAKDAM RAMEO LOCARION ANI GHAR PANI RAMRO XA
541,"रू. 3,45,00,000",HB-8B4188,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",Not Available,Not Negotiable,2 months ago,2023-08-13,HouseIndividual,2,2.5,4,5,Pitched,4.5,0,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-hattigouda-in-kathmandu/8b4188f1d1eb454b87110e27efca29d8,,,
542,"रू. 3,45,00,000",HB-6B6030,"Thulo Bharyang, Nagarjun, Kathmandu, Bagmati Pradesh, 44620, Nepal",Not Available,Negotiable,4 months ago,2024-12-31,HouseInColony,1,2.5,2,2,Pitched,4 ana 2 paisa,700,Non,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-sale-in-kathmandu/6b60306d962341eea8caed162759c225,,"sitapaila mandir , sitapaila",all available
543,"रू. 4,98,00,000",HB-0BFF91,"kusibhu , Khusibu, Kathmandu",Not Available,Negotiable,18 days ago,2023-06-30,HouseSemiCommercial,1,3.5,1,3,Pitched,5.5,5000,Non,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/nayabazar-khusibu-ghar-sale-55-aana-in-kathmandu/0bff912600bd4a6183dd7d11e44cd74e,2060,5.5,parking
544,"रू. 2,50,00,000",HB-F848E4,"Piknik Mo:Mo Hot Jhol, Daftar Marg, Maru Tol, Yetkha, Kathmandu, Bagmati Pradesh, 44066, Nepal",Available,Negotiable,10 months ago,2023-08-08,House - Individual,3,3.5,3,3,Pitched,3 Ana,3 Ana,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/swayambhu-bhagwan-pau-road-ma-ghar-3-ana-in-kathmandu/f848e495791e434eb8b4da1934c0325a,22-23 Years,,Water electricity
545,"रू. 3,15,00,000",HB-B964FF,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",Available,Negotiable,9 months ago,2025-03-01,House - Individual,2,2.5,4,4,Gravel,3,1400,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-booking-at-imadol-kamalpokhari-in-lalitpur/b964ff6dda484e369314664d53ab2334,,"Tempo Chowk, Sanagaun",
546,"रू. 4,15,00,000",HB-5FC681,"Tathali, Mahamanjushree Nagarkot, Changunarayan Municipality, Bhaktapur, Bagmati Pradesh, 89130, Nepal",Not Available,Negotiable,2 months ago,2025-08-31,HouseIndividual,3,3.5,3,6,Soil,4.5 Aana,993,Full,3,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-bhaktapur/5fc681ffba8142c0880de1712b8996a4,private,Bramhayani mandir,
