,price,AD ID,Location,Delivery,Negotiable,Ads Posted,Ads Expiry,Type,Living Room,Floor,Bathroom,Bedroom,Road Type,Land Size (Aana/Dhur),Buildup (Sqr. Ft.),Furnishing,Kitchen,Road Size,url,Used For,Land Mark,Features
418,"रू. 3,50,00,000",HB-8EC903,"Dhapakhel, Lalitpur",Not Available,Not Negotiable,7 months ago,2024-01-22,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/4-bhkd-house-for-sale-in-dhapakhel-civil-homes-in-lalitpur/8ec903f8eae046628733a7d5442c59fc,,,
419,"रू. 2,75,00,000",HB-34626A,"Khadka Bhadrakali Sub-Health Post, Dharampur, Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,8 months ago,2023-11-30,House - Individual,2,3,3,6,Pitched,5,3300,Non,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-hatigauda-in-nepal/34626aa1119f4700a3922abbb8a49354,,,३ कार पार्किंग
420,"रू. 2,25,00,000",HB-D854BC,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",Not Available,Negotiable,2 months ago,2024-05-21,HouseIndividual,2,3.5,4,5,Pitched,2 aana 3 paisa,2200,Non,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/35-in-lalitpur/d854bc213961444f9b5da79ac03b8600,,Imadol Krishna Mnadir,
421,"रू. 2,50,00,000",HB-68C8F0,"Sunakothi, Lalitpur",Not Available,Negotiable,2 months ago,2027-10-03,HouseInColony,1,2.5,2,3,Pitched,2.75,1,Non,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-civil-homes-phase-5-sunakothi-in-lalitpur/68c8f01120a9442f81cda3291344617e,,Sunakothi Lalitpur,
422,"रू. 3,75,00,000",HB-025B57,"Hotel Vajra, Saineak Marg, Dallu, Chamati, Kathmandu",Not Available,Negotiable,10 months ago,2024-08-10,Others,..,..,..,..,Pitched,0-3-2-0,..,Semi,..,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/dallu-vajra-hotel-paxadi-sadhey-3-aana-ghar-bikrim-in-kathmandu/025b576d3f5f4102aa49d27938842278,,,
423,"रू. 4,50,00,000",HB-3FDE42,"Bhate Pokhari, Macchegaon, Chandragiri, Kathmandu, Bagmati Pradesh, 44619, Nepal",Not Available,Negotiable,4 months ago,2024-04-10,HouseInColony,1,2.5,3,3,Pitched,8,1600+,Full,1,FiveToEightFeet,https://hamrobazaar.com/for-sale-house/urgent-house-for-sale-in-matatirtha-housing-b7-in-kathmandu/3fde4285432a4777b5a34cf2e7323f27,Personal,,
424,"रू. 3,70,00,000",HB-08583D,Khadkagaon,Not Available,Negotiable,9 months ago,2023-12-31,House - Individual,2,3,4,5,Pitched,4,1500,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-semi-bungla-budhanilkantha-in-nepal/08583d3edea64fa1b0c64b414822236c,,,All
425,"रू. 3,20,00,000",HB-789CC6,"Thecho Chapagaun Road, Wakhat, Thecho",Not Available,Negotiable,6 months ago,2023-12-31,House In a Colony,1,3,3,4,Pitched,4,1,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-cg-villa-sunakothi-thecho-in-nepal/789cc6ac0dc44f1faf6a2871f4967b42,,,"Community hall, gym, Swimming pool, Security, water, electricity etc."
426,"रू. 3,60,00,000",HB-3108023,Lalitpur > Hattiban,Not Available,Negotiable,1 years ago,2080-09-09,,,3.5,,,Gravel,4,,,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/3-storied-house-in-lalitpur/bdcb00896c67402387e0a46388a2d8c7,,,
427,"रू. 29,00,00,000",HB-8B0145,"Gyaneswor, Gyaneshwar, Kathmandu",Not Available,Negotiable,30 days ago,2023-11-26,HouseIndividual,2,3,10,6,Pitched,24,5500,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-gyaneshwar-in-kathmandu/8b014529e78b4276a144380b5a122d95,,,
428,"रू. 3,30,00,000",HB-3DCCBD,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",Available,Negotiable,7 months ago,2025-02-01,House - Individual,1,2.5,4,6,Gravel,3,1200,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-sital-height-imadol-in-lalitpur/3dccbd2abfe8400193f483188783938a,,Imadol Petrol Pump,Spacious Parking
429,"रू. 1,80,00,000",HB-74C1F8,"Maliphant Marg, Wakhat, Sunakothi",Not Available,Negotiable,5 months ago,2023-07-31,House - Individual,1,2,1,4,Gravel,4,800,Non,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/35-aana-jagga-ghar-samet-sunakothi-cheudanda-lp-in-nepal/74c1f8fdf16441c8ba2e3373369023de,,,business and residential
430,"रू. 4,20,00,000",HB-8479DE,"Ranibari (Samakhusi), Kathmandu",Available,Negotiable,12 months ago,2023-12-01,House - Individual,,,,,Pitched,5.2,,,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/samakhusi-townplanning-house-for-sale-in-kathmandu/8479de4da7dd450e839e31b3a7940a98,,,
431,"रू. 70,00,000",HB-2996112,Kathmandu > Boudha,Not Available,Not Negotiable,1 years ago,2024-09-17,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/boudha-land-for-sale-in-kathmandu/9a4c822875034600bb25eb612bbdf6eb,,,
432,"रू. 2,50,00,000",HB-EF1803,"Harisiddhi, Lalitpur",Not Available,Negotiable,3 months ago,2023-06-22,HouseIndividual,2,2.5,3,4,Gravel,3-2,322,Semi,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-sale-at-harisiddhi-lalitpur-in-lalitpur/ef18033825cd4d8bafb7906c4dddf886,,,
433,"रू. 15,00,00,000",HB-06AA9D,Khadkagaon,Not Available,Negotiable,6 months ago,2025-01-31,House - Individual,2,3,7,6,Pitched,18,2700,Full,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/in-nepal/06aa9ddda0d940a5b190fd166d34024a,,,All
434,"रू. 2,70,00,000",HB-0882D8,"Chundevi (Maharajgunj), Kathmandu",Available,Negotiable,9 months ago,2023-07-31,House - Individual,0,2.5,2,5,Pitched,4.5,0,Non,1,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chundevi-chakrapath-in-kathmandu/0882d83eee204f83a8b2d78eaf2cb892,,,
435,"रू. 25,00,00,000",HB-296E61,"Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,8 months ago,2025-11-29,House - Individual,2,3,6,6,Pitched,44,2500,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/44-luxurious-in-nepal/296e61a1b4c44479849174d798674582,,,All
436,"रू. 3,70,00,000",HB-F15413,"Bhangal (Budhanilkantha), Kathmandu",Not Available,Negotiable,11 months ago,2023-09-30,House - Individual,2,2.5,4,5,Pitched,4anna 2 paisa 3 daam,,,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/f154136dbe5b4c2587e23a443240c54d,,,lounge room with balcony
437,"रू. 1,30,00,000",HB-89C85B,"Gairi Gaun, Kathmandu, Bagmati Pradesh, 44703, Nepal",Not Available,Negotiable,4 months ago,2023-06-25,HouseInColony,1,3,3,3,Pitched,,,Semi,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/3bedroom-home-in-shantinagarbaneshwor-in-kathmandu/89c85b2959d34132ad92ddccd9c811d5,,,
438,"रू. 3,20,00,000",HB-957DA4,"Kageshwori Manohara, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,5 months ago,2023-06-30,House In a Colony,3,3,5,6,Pitched,3,700,Full,3,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sell-in-nepal/957da4b960624b208466c17ddef3e5a6,1 year,Bhadrakali Oil Store,full granite finished
439,"रू. 3,17,00,000",HB-586CE4,Lalitpur > Dhapakhel,Not Available,Not Negotiable,1 years ago,2023-11-03,House - Individual,1,2.5,3,4,Gravel,4 aana,,Full,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/sale-house-in-lalitpur/586ce4973a4647c08dcc1b360956f146,living,,Bangla system
440,"रू. 2,30,00,000रू. 2,30,00,000",HB-801F95,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",Available,Not Negotiable,8 months ago,2023-06-28,House In a Colony,1,1,2,2,Pitched,2,1454.56,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-matatirtha-chandragiri-b1-in-kathmandu/801f9515c136408797f247c09f034ba1,,,
441,"रू. 10,00,00,000",HB-DB9783,Bansbari > basbari,Available,Not Negotiable,1 years ago,2023-07-24,Bunglow,1,,2,6,Pitched,6 Aana 3 Paisa,,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/attractive-maintained-bungalow-on-sale-kathmandu-in-nepal/db97831664dd4d4b8c1ab269f56b4a7f,,,Semi furnished
442,"रू. 7,25,00,000",HB-87BB46,"Chandol, Kathmandu",Not Available,Negotiable,28 days ago,2023-07-18,HouseIndividual,0,2.5,0,0,Pitched,8 aana,0,Non,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/commercial-house-on-sale-at-chandol-in-kathmandu/87bb462930794d5898045cf50864a3d5,,,
443,"रू. 3,80,00,000",HB-92080A,"Ekantakuna Kumaripati Manbhawan Jhamsikhel Pulchowk, Jawalakhel Area, Lalitpur",Not Available,Negotiable,4 months ago,2024-03-25,HouseIndividual,1,2.5,4,5,Pitched,4.5,0,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-lalitpur-ekantkuna-in-lalitpur/92080a79025e40378babbf69ab80bbdc,Residential,ekantkuna,Ready to move in
444,"रू. 4,50,00,000",HB-AF06F8,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",Available,Negotiable,7 months ago,2025-02-04,House In a Colony,1,2.5,5,4,Pitched,4,2000,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-hattiban-in-lalitpur/af06f8c185a14224b295f84554b8aab2,,Hattiban Colony,"Spacious Parking, Attached bathrooms"
445,"रू. 2,80,00,000",HB-ADA722,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",Not Available,Negotiable,6 months ago,2025-03-02,HouseIndividual,2,3.5,4,8,Gravel,5,1500,Non,3,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-ochu-height-in-lalitpur/ada722d3fcbd4fca8ec9181ea0d9b415,,Ochu Height,Spacious Parking
446,"रू. 4,30,00,000",HB-CCE888,"akashedhara, Akasedhara (Kapan), Kathmandu",Available,Negotiable,8 months ago,2023-12-31,House - Individual,1,3,5,5,Pitched,5.5,885.69,Semi,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/modern-bungalow-in-mount-kailash-height-in-kathmandu/cce888a741844bbbb496a59b36ac4e4d,3 years,Ganesh Mandir near Handball Ground,"Boring well, Water Purification System, Pooja Room, 3 storage units"
447,"रू. 4,75,00,000",HB-229683,"Budhanilkantha , budanilkantha",Available,Negotiable,1 years ago,2023-07-02,Bunglow,,,6,6,Gravel,13 Ft,,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/attractive-bungalow-on-sale-at-budanilakantha-in-nepal/22968300edab44b389fe46b294688d69,,,
448,"रू. 1,75,00,000",HB-4E9BFB,"Tarakeshwar, Tarakeshwar Municipality, Kathmandu, Bagmati Pradesh, 44610, Nepal",Not Available,Not Negotiable,2 months ago,2024-03-26,HouseSemiCommercial,11,2.5,3,11,Pitched,3,1000,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-lolang-height-with-video-link-in-kathmandu/4e9bfbe1ae44400da2dee0e616fe8575,,,
449,"रू. 9,75,00,000",HB-144BE3,"naya baneshwar, Min Bhawan (New Baneshwor), Kathmandu",Not Available,Negotiable,3 months ago,2023-08-31,HouseIndividual,O,O,O,O,Pitched,10.2,O,Non,O,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/new-banehsor-102anna-jagga-ko-pillar-ghar-bikrima-in-kathmandu/144be3ccf4814ed78fa182757435f2e2,O,New baneshwor pathshala school,O
450,"रू. 2,15,00,000",HB-95045C,"Precious Public English School, Balkot, Anantalingeshwar, Nepal",Not Available,Not Negotiable,1 years ago,2027-03-27,House - Individual,3,3.5,4,6,Gravel,3,2500,Non,3,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/for-sale-flat-system-house-in-balkot-bhaktapur-in-nepal/95045c0ce6a447b4aaffc13545135475,,"300 far from precious school, Balkot","1 Car Parking , North East faced"
451,"रू. 3,50,00,000",HB-3021161,Lalitpur > Nakhudole (Bhaisepati),Not Available,Negotiable,1 years ago,2023-07-25,,1,2.5,5,5,Gravel,4.2,2500,Non,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/medicity-banglow-on-sale-in-lalitpur/c27ef01d242648c5ab1bec732854f6d2,,500 meter from Medicity,"Garden, Parking Space, Garage"
452,"रू. 2,45,00,000",HB-19FB3C,"Badegaun (Godawari), Lalitpur",Available,Not Negotiable,7 months ago,2023-06-30,House - Individual,1,3,3,9,Gravel,4,950,Non,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/25-talle-house-for-sale-at-mulpani-kathmandu-in-lalitpur/19fb3c3a51284e5d83feefb9618de804,0,0,0
453,"रू. 5,50,00,000",HB-2408830,Kathmandu > Gairidhara,Not Available,Not Negotiable,3 years ago,2023-06-24,,,,,,Pitched,6.2,,,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/62-gairidhara-residential-or-commercial-house-on-in-kathmandu/ce652fb242b34db59c4537b1dfea607a,,200 mtr frm gairidhara road,
454,"रू. 15,00,00,000",HB-C8B2D8,"Basantapur (New Road), Kathmandu",Not Available,Not Negotiable,3 months ago,2023-06-16,HouseIndividual,1,6,1,1,Others,0-3-2-0,5000,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-basantapur-in-kathmandu/c8b2d8aa77d844289f5eee9e8aa5d679,,,
455,"रू. 2,50,00,000",HB-642B74,"Bhaisepati, Tallogau, Sainbu, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 13775, Nepal",Not Available,Not Negotiable,1 months ago,2023-08-09,HouseInColony,1,3.5,5,4,Gravel,3,1876,Semi,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/modern-wood-parqueted-house-on-salebhaisepati-in-lalitpur/642b74364778495faed76a04cb7b4184,3,IBN office,"ललितपुर, भैसेपाटी स्थित (Manjushree Colony) भित्र 13 फिटे बाटो संगै जोडिएको ३ आना क्षेत्रफलमा बनेको ३.५ तल्ले आकर्षक सुविधा सम्पन्न घर तुरुन्त बिक्रीमा छ। किन्न इच्छुक व्यक्तिले सिधै घर धनि संग सम्पर्क गरि थप जानकारी लिन सक्नुहुनेछ, सम्पर्क न.9851003145, 9801178958 https://www.gharbikrikendra.com/property/house-at-bhaisepati-near-manjushree-colony आकर्षक सुविधाहरु *बत्ति, पानि, ढल, बोरिङ्को सुविधा भएको *१ ओटा गाडि र ४ ओटा Bike पार्किङ्को सुविधा भएको *vip र सुरक्षित एरिया * नयाँ प्रविधि प्रयोग गरि मोर्डन डिजाइन बाट निर्माण गरिएको *फराकिलो कोठा र हलको व्यवस्था भएको *स्कुल, कलेज, बैंक, सहकारी, हस्पिटल आदि संस्थाको सुविधा भएको"
456,"रू. 2,65,00,000",HB-0B5568,"Sir Raj Bahadur Road, Aakashedhara, Mandikhatar",Not Available,Negotiable,9 months ago,2023-12-31,House - Individual,0,3,3,4,Pitched,2,0,Non,2,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/new-house-on-sale-in-nepal/0b5568c0ba094938b46f8e4211a77e66,,Sukedhara corrider road,
457,"रू. 8,50,00,000",HB-C96E01,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",Available,Negotiable,7 months ago,2025-01-02,House - Individual,2,4,6,5,Pitched,7,2500,Semi,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-bhaisepati-in-lalitpur/c96e01ff534748149f62f6d410566dfa,,NEPAL MEDICITY HOSPITAL,"Spacious Parking, Swimming Pool on top, Puja Room, Attached Bathrooms"
458,"रू. 7,50,00,000",HB-2247981,Kathmandu > Baluwatar,Not Available,Not Negotiable,3 years ago,2023-09-24,,,,,,Pitched,9,,,,Above 20 feet,https://hamrobazaar.com/for-sale-house/9-aana-balwatar-residential-bunglow-road-touch-20-in-kathmandu/cc171eac5d2a443896167b500ad5d701,,500 mtr frm nepal rastra bank or 400 mtr frm tudal devi mandir Ckspradhaaruncks,
459,"रू. 5,50,00,000",HB-3ACA10,"Namuna Chok, Gokarneshwar, Kathmandu, Bagmati Pradesh, 20187, Nepal",Not Available,Not Negotiable,5 months ago,2023-08-26,,,,,,,,,,,,https://hamrobazaar.com/for-sale-house/house-for-sell-jorpati-dachhin-doka-land-8-ana-in-kathmandu/3aca10a10dce411185d6eec6e4a1ea74,,,
460,"रू. 6,50,00,000",HB-29584E,"Dipnagar Marg, सेती ओपी, कोट देवी",Not Available,Negotiable,8 days ago,2023-09-30,House - Individual,2,2,1,5,Pitched,5,2800,Full,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/29584e46b7fc4e3ea8b93f6112390507,,,
461,"रू. 1,60,00,000",HB-520690,"Dharampur, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Not Available,Not Negotiable,14 days ago,2023-07-01,House - Individual,1,3,1,2,Gravel,3,1,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/sale-sale-sale-in-kathmandu/52069062c609401abca5c648700e64ec,,,Well tyle marbeled house
462,"रू. 2,90,00,000",HB-5C1252,"Imadol-Hattiban Road, इमाडोल",Not Available,Negotiable,1 months ago,2023-06-15,House - Individual,2,3,4,5,Pitched,3,2600,Semi,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/new-house-on-sale-in-nepal/5c125221810549769150c378a076b29a,,,
463,"रू. 4,50,00,000",HB-DAE1D5,"budanilkantha, Hepali Height (Budhanilkantha), Kathmandu",Available,Not Negotiable,8 months ago,2023-12-08,House In a Colony,-1,2.5,3,3,Pitched,4,1369,Full,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/colony-house-for-sale-in-hepali-heights-golfutar-in-kathmandu/dae1d5e686d64990aded6e3224e1ec8e,3,Shanta Colony,"Parking, Security"
464,"रू. 2,80,00,000रू. 2,80,00,000",HB-7C0FF6,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",Available,Not Negotiable,8 months ago,2023-06-28,House In a Colony,1,1,2,3,Pitched,4,1625.68,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-matatirtha-chandragiri-e84-in-kathmandu/7c0ff6c4b49842fba72538a2ec9960ff,,,
465,"रू. 2,85,00,000",HB-724C27,"Talim Kendra Marg, Sainbu",Not Available,Negotiable,26 days ago,2023-06-19,House In a Colony,0,0,0,0,Gravel,3,0,Full,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/bhaisepati-manjushree-colony-3-ana-house-for-sale-in-nepal/724c275462454f1e816ea3f994f65963,,,
466,"रू. 4,75,00,000",HB-2983764,Lalitpur > Satdobato,Available,Negotiable,1 years ago,2023-08-01,,,2.5,,,Pitched,6.1,,Semi,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/25-floors-house-in-sell-in-satdobato-in-lalitpur/4c3ebbb658ca4fe684a61fe9e1aa8d49,Years,Satdobato swimming pool pachadi,"2, 3, Garden, Parking Space"
467,"रू. 4,70,00,000",HB-2837646,Kathmandu > Samakhusi,Not Available,Negotiable,2 years ago,2023-07-30,,,5,,,Pitched,5,4500,,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-samakhusi-outside-in-kathmandu/c55babc0186f4ad287bafbc99790e447,10 year,Samakhusi out.,"3, Parking Space"
468,"रू. 8,00,00,000",HB-E316A4,"Nepal CRS Co. LTD, Tokha Road, Nav Milan Bastii, Jalpa Chowk, Kathmandu, टोखा नगरपालिका, Kathmandu, Bagmati Pradesh, 21775, Nepal",Not Available,Not Negotiable,4 months ago,2023-09-13,HouseIndividual,2,2.5,4,5,Others,(0-9-1-0.45),2767.63,Full,2,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/bungalownearkumaribank-samakhushi-tokha-in-kathmandu/e316a41b726249a5b6bb0da22ca4e659,17 years,"Bandevi Marga, Tokha 11",Most rooms wooden parquet
469,"रू. 5,50,00,000",HB-35BE26,"बेन्सिगाउ, गोकर्णेश्वर, गोकर्णेश्वर नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",Not Available,Negotiable,21 days ago,2024-06-24,House - Semi Commercial,1,5,1,1,Pitched,8,162,Semi,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/35be26fb48fc4904baf442e0cdf3a99e,,,
470,"रू. 10,00,00,000",HB-8736E9,"new baneshwar naya baneswor sankhamul, Shankhamul (New Baneshwor), Kathmandu",Not Available,Not Negotiable,5 months ago,2023-06-21,Bunglow,1,5,1,1,Pitched,0-10-0-0,1500,Full,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/bunglow-on-sale-shankhamul-chowk-in-kathmandu/8736e92df73545df8d731f950033a3bc,,,
471,"रू. 4,50,00,000",HB-9BC12B,"Nakhipot, Lalitpur",Not Available,Not Negotiable,25 days ago,2023-11-30,HouseIndividual,3,.,4,4,Pitched,5anna,.,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-lalitpur/9bc12b8f31074e46a8772432b022f91a,,,
472,"रू. 1,54,00,000",HB-3045717,Kathmandu > Kapan,Not Available,Negotiable,1 years ago,2024-12-31,,1,1,1,2,Pitched,3,,Non,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-baluwakhani-in-kathmandu/9dfa7d39d16c4964bb929557d24494aa,,Baaluwakhani,"Parking Space, Garage"
473,"रू. 3,80,00,000",HB-5579DC,"Banda Ganga Marg, सिर्जना टोल, नया बानेश्वर",Not Available,Negotiable,2 months ago,2024-05-20,House - Individual,2,3,3,5,Pitched,5,1711,Non,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/residential-house-for-sale-at-prime-location-in-nepal/5579dc6909774b5fa7986524062e1f40,,,
474,"रू. 1,55,00,000",HB-7454D5,"Lubhu (Mahalaxmi), Lalitpur",Not Available,Negotiable,3 days ago,2023-08-31,HouseIndividual,1,1 with extra room on top,1,3,Gravel,0-3-0-2,1070 build up 710,Non,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-sanagauopposite-don-bosco-school-in-lalitpur/7454d51109b14941ba4b2fd22b37c108,,Genius International IB School or Matab Tole,"uninterrupted water supply, good neighbourhood, schools/colleges, hospital, bhatbhateni nearby"
475,"रू. 4,00,00,000",HB-1D6E79,"Phulbari Marg, Bhaisepati, Sainbu, Lalitpur, Bagmati Pradesh, 13775, Nepal",Not Available,Negotiable,5 months ago,2024-02-01,HouseIndividual,2,3.5,4,5,Pitched,0-3-2-2,0,Non,3,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/new-house-for-sale-near-medicity-hospital-in-lalitpur/1d6e790c635a4ab29eb6f6fc9e3068e8,,,
476,"रू. 5,50,00,000",HB-0D7021,"Khadkagaon, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Not Available,Negotiable,6 days ago,2024-06-10,House - Individual,3,43,7,8,Pitched,7,3800,Semi,3,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/upper-pasikot-7-ana-apartment-home-in-kathmandu/0d7021481d964a58bf85f0f87c03dd95,Family,Rudreswor,Parking
477,"रू. 2,70,00,000",HB-1671FD,"Dream Banquet, Tribhuvan Rajpath, Thānkot, चन्द्रागिरी, Chandragiri, Kathmandu",Not Available,Negotiable,1 years ago,2023-09-12,House - Semi Commercial,1,2,2,4,Pitched,5 aana,,Semi,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-in-tribhuvan-highway-for-sale-in-kathmandu/1671fdbaa1bd4839b74b14a8c963d3e0,,Tribhuvan Park,
478,"रू. 4,50,00,000",HB-B47414,"Sitapaila (Nagarjun), Kathmandu",Available,Not Negotiable,8 months ago,2023-12-12,House - Individual,0,2.5,4,5,Pitched,8,0,Full,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/located-at-sitapaila-nearby-salesberry-warehouse-in-kathmandu/b47414925b634406b5a53bd53e300ffd,,,
479,"रू. 3,50,00,000",HB-AD086F,"doban resturants, Rom Marg, Gongabu, Kathmandu",Not Available,Not Negotiable,11 months ago,2024-07-25,House - Individual,..,2.5,..,..,Pitched,0-3-1-0,..,Non,..,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/samakhusi-ma-3-aana-1-paisa-ma-baneko-ghar-bikrima-in-kathmandu/ad086f45ef9c4febb782d046b9faebff,,,
480,"रू. 5,00,00,000",HB-2ED0B4,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",Available,Negotiable,9 months ago,2023-07-31,House - Individual,1,2.5,2,5,Pitched,9,0,Non,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-pasikot-in-kathmandu/2ed0b4627abd451e84ed22afaccea846,,,
481,"रू. 3,70,00,000",HB-75C6F3,Thulo Bharyang,Not Available,Negotiable,3 months ago,2023-07-28,House In a Colony,2,3,5,4,Others,4,0,Non,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/4hbk-house-for-sale-at-civil-homes-sitapaila-in-nepal/75c6f36b8e044adda1052af72ade649a,,,
482,"रू. 2,25,00,000",HB-3106235,Lalitpur > Hattiban,Not Available,Negotiable,1 years ago,2080-09-09,,,2.5,,,Gravel,3.5a,,,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/two-storied-house-in-lalitpur/ba4f943cd58a4a25a95c64a1083cb9b1,,,Parking Space
483,"रू. 6,30,00,000",HB-C82C1C,"Sobha Electronics and Electrics, Phaimalchuli Road, Tokha, Tokha Municipality, Kathmandu, Bagmati Pradesh, 40607, Nepal",Not Available,Negotiable,14 days ago,2023-10-24,HouseInColony,2,2.5,5 (one attached),6,Pitched,Nine aana two daam,3332,Semi,2,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-inside-indrapuri-awash-vip-area-in-kathmandu/c82c1ccb2d9b4ac48a27a837f11c5367,9 years,Indrapuri,drainage and 24 hours water facility.
484,"रू. 1,80,00,000",HB-DC7261,"Kalanki, Kathmandu",Not Available,Negotiable,3 months ago,2023-12-27,HouseIndividual,2,2,4,10,Pitched,5.5aana,.,Non,2,FiveToEightFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-kalanki-in-kathmandu/dc7261af3abd4847bd667be3e27679fc,,,
