,Price,Address,Floor,Bathroom,Bedroom,Land,Road,Land Mark
1651,28000000.0,"sanogaon sanogaun, Sanagau (Mahalaxmi), Lalitpur",2.5,3,4,1219.26,20.0,"Lalitpur sanogau , closed to Donbosco school"
1652,9500000.0,"Thulo Bharyang, Nagarjun, Nagarjun Municipality, Kathmandu, Bagmati Pradesh, 44620, Nepal",2.5,2*,2*,855.625,8.0,Near (White Gumba) Druk Amitabha Monastery
1655,21000000.0,"महालक्ष्मीस्थान रोड, टिखिडोल, कुसुन्ती",2.5,3.0,4.0,1026.75,13.0,1
1657,59900000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",2.5,3,4,1369,20.0,Bhaisapati inside awash
1658,29800000.0,"Sanepa, Lalitpur",2.5,3,4,1026.75,20.0,Lalitpur sanepa
1659,112500000.0,"dumbarahi, Dhumbarahi, Kathmandu",2.6,6,4,3935.875,13.0,Near by Dhumbarahi road
1660,160000000.0,"Sanepa, Lalitpur",2.6,5,5,4107,20.0,Lalitpur sanepa
1673,21000000.0,"Tukucha Marga, Kirtan Chok, बालुवटार",3.0,4.0,3.0,684.5,13.0,near alice party palace sama marga
1683,19000000.0,"Bakhundol, झम्सीखेल, सानेपा",3.0,7.0,6.0,684.5,13.0,parking
1694,35000000.0,"Baluwatar, Kathmandu",3.0,5,8,1369,12.0,Near by nepal rastra bank baluwatar.
1703,20000000.0,"Baluwakhani Chok, Golphutar",3.0,3,3,1026.75,13.0,near from sukedhara
1704,32000000.0,"Baluwakhani Chok, Golphutar, Budhanilkantha Municipality, Kathmandu",3.0,2,6,1711.25,12.0,"Baluwakhani, kapan"
1707,40000000.0,"Baluwakhani Chok, Golphutar",3.0,5,7,1369,13.0,मन्दिखाटर फाँट
1709,46000000.0,"Pawan Galli, सुङ्गावा चोक, धुम्बाराही",3.0,5,5,1711.25,13.0,dhumbarahi
1717,39500000.0,"Rudramati Chowk, Mandikhatar, Budhanilkantha Municipality, Kathmandu",3.0,3.0,7.0,1711.25,13.0,Hama hoapital
1722,19000000.0,"bangal, Bhangal (Budhanilkantha), Kathmandu",3.0,3.0,3.0,855.625,13.0,2.5
1723,22000000.0,"Gwarko Koteshwor Imadol, Balkumari Area, Lalitpur",3.0,4.0,6.0,941.1875,13.0,imadol
1724,44000000.0,"Baluwakhani Chok, Golphutar",3.0,8,8,1711.25,20.0,hams Hospital
1728,36500000.0,"Bafal, Kathmandu",3.0,4,5,1711.25,13.0,Near By Kohinoor Banquet
1732,29500000.0,"Bafal, Kathmandu",3.0,3,6,1369,13.0,500m from Everest bank
1735,37000000.0,"Alapot Bhadrabas Gothatar Mulpani Thali Gagalphedi Danchi, Kageshwor Area, Kathmandu",3.0,4,5,1026.75,20.0,Green Hill city
1736,36000000.0,Imadol,3.0,4.0,5.0,2053.5,13.0,imadol sital hight near tempo park
1737,43000000.0,"akashedhara, Akasedhara (Kapan), Kathmandu",3.0,5,5,1882.375,20.0,Ganesh Mandir near Handball Ground
1738,23000000.0,"Bahiti Marg, Kalanki",3.0,2,7,1026.75,13.0,Sitapaila Bafal Road
1739,18500000.0,Kathmandu > Bhangal (Budhanilkantha),3.0,3,4,787.175,13.0,à¤—à¤£à¥‡à¤¶ à¤šà¥Œà¤• à¤¨à¤œà¤¿à¤• (à¤ªà¥‚à¤°à¥à¤µ à¤ªà¤Ÿà¥à¤Ÿà¥€)
1741,38000000.0,"Balaju Machhapokhari, Kathmandu, Bagmati Pradesh, 0015, Nepal",3.0,5,8,1369,13.0,"Aruni school, old Kar Karyalaya, near Gunastar Naaptaul bibhag"
1742,29500000.0,Kathmandu > Bhangal (Budhanilkantha),3.0,4,7,1129.425,13.0,"Bu Na Na Pa Ward no.2, Bhangal, Ratna Marga"
1744,42900000.0,"Ramkot (Nagarjun), Kathmandu",3.0,4.0,4.0,1958.9462,13.0,Padma Fuel Center
1745,34000000.0,"Achham (Other Area), Achham",3.0,4,5,1454.56,13.0,https://maps.app.goo.gl/vhdg5x4cxHmHwJa27?g_st=iv
1746,29900000.0,Kathmandu > Bhangal (Budhanilkantha),3.0,6,7,1711.25,13.0,"Sundar Basti Bhangal, Budhanilkantha 8, Kathmandu."
1747,35000000.0,Kathmandu > Bhangal (Budhanilkantha),3.0,6,6,1711.25,13.0,Bhangal height near park location
1750,56000000.0,"Bafa: Khusi Marg,",3.0,3,5,2053.5,20.0,gwarko
1752,39000000.0,"Ananda Nagar, Sukedhara",3.0,6,6,2053.5,13.0,Near ring road
1753,50000000.0,"Apex College, Devkota Sadak, Kathmandu, Nepal",3.0,O,O,1540.125,13.0,Near apex college
1756,60000000.0,"Khadkagaon, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",3.0,6.0,5.0,2053.5,13.0,Rudreswor
1761,11000000.0,"Arubari Jorpati Marg, बेन्सिगाउ, Gokarneshwor",3.0,3,5,1026.75,12.0,0
1765,55600000.0,"Milijuli Tol, Chappal Karkhana, Kathmandu",3.0,5.0,6.0,2053.5,13.0,With car parking 3 attached washroom
1767,59000000.0,Khadkagaon,3.0,6.0,5.0,2053.5,13.0,Ganesh chauk नजिकै
1771,11000000.0,"All Core Kathmandu, Kathmandu",3.0,4,6,3422.5,20.0,near NIC asia bank
1772,24500000.0,"Badegaun (Godawari), Lalitpur",3.0,3,9,1369,20.0,0
1774,38000000.0,"new baneshwar naya baneswor sankhamul, Shankhamul (New Baneshwor), Kathmandu",3.0,4,6,1582.9,12.0,Nearby Liverpool College Nearby Online Khabar opposite to Jugaad Restaurant
1775,25000000.0,Kathmandu > Basundhara,3.0,3,5,855.625,13.0,Basundhara kathmandu
1776,32500000.0,"Aarogya Marg, Tutepani, Nakhipot",3.0,4,4,1369,13.0,ICIMOD Khumaltar
1779,31500000.0,"Baluwakhani Chok, Dharampur",3.0,5,7,1369,20.0,Near Next Shopping Center र Smart Shopping Center
1780,23500000.0,"25DR003, Tikathali, Mahalaxmi, Lalitpur",3.0,5,6,1026.75,12.0,Near by sanagau
1784,36000000.0,Imadol,3.0,3.0,4.0,2053.5,13.0,imadol sital hight
1787,35000000.0,"Baluwakhani Chok, Golphutar",3.0,5,6,1711.25,13.0,Near Vally publicly School
1789,31000000.0,"Evangelical Ashish Church, Janamilan Marg, Samakhusi, Kathmandu, Bagmati Pradesh, 21775, Nepal",3.0,3.0,7.0,98.03,8.0,Samakhushi-Ranibari
1790,47500000.0,"new naikap, Naya Naikap (Chandragiri), Kathmandu",3.0,6(2 attached),7,2909.125,13.0,Near New Diamond Academy
1793,140000000.0,"Talim Kendra Marg, Sainbu",3.0,3,4,3080.25,13.0,baisiparty
1796,45000000.0,"bangal, Bhangal (Budhanilkantha), Kathmandu",3.0,6.0,7.0,1796.81,13.0,Near Valley Public School
1804,28000000.0,"Balkot (Ananta), Bhaktapur",3.0,5,5,1347.6,13.0,"Before Nabil Bank, Sirutar"
1811,21000000.0,"Aakashedhara, Mandikhatar",3.0,4,9,1369,13.0,Near from sukedhara
1813,27500000.0,"Aakashedhara, Mandikhatar",3.0,3,5,1711.25,13.0,Kapan Ram Mandir
1818,12500000.0,"Birgunj, Birgunj Sub Metro, Birgunj, Parsa, Madhesh Province, 44300, Nepal",3.0,3.0,8.0,2053.5,8.0,Near Vidyapeeth Maavi
1820,69000000.0,"Aadinath Marg, भैसेपाटी, तल्लो गाउँ",3.0,4,6,4107,13.0,"Near Medicity Hospital, 200Meter from Bigmart"
1822,37000000.0,"Kathmandu City, Kathmandu",3.0,3.0,4.0,2053.5,20.0,Good
1824,65000000.0,"Talim Kendra Marg, Sainbu",3.0,5,2,1369,20.0,Bhaisepati Mantri Quarter (Mantri Margha)
1828,53500000.0,"kapurchowk road, खड्कागाउँ",3.0,5.0,5.0,1711.25,13.0,golfutar
1829,28000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,5.0,9.0,1026.75,13.0,imadol
1834,28000000.0,"Sanepa, Lalitpur",3.0,2.0,8.0,1266.325,13.0,Sanepa
1835,13000000.0,"Damak, Jhapa",3.0,3.0,6.0,1275.75,12.0,"Phalgunanda Chowk, Damak"
1840,21500000.0,"Suryabinayak, Suryabinayak Municipality, Bhaktapur",3.0,4.0,7.0,1283.43,20.0,Good
1843,140000000.0,"Jorpati Area, Kathmandu",3.0,5.0,9.0,1283.4375,13.0,Bouddha Jorpati
1844,19000000.0,"Lokanthali, Bhaktapur",3.0,3.0,8.0,1197.875,13.0,Suwasthe chouki lokanthali
1846,26500000.0,"Sir Raj Bahadur Road, Aakashedhara, Mandikhatar",3.0,3,4,684.5,20.0,Sukedhara corrider road
1849,22500000.0,"Sirutar, Anantalingeshwar, सूर्यविनायक नगरपालिका, भक्तपुर, Bagmati Pradesh, नेपाल",3.0,4,5,1711.25,12.0,Near Sirutar Police station
1850,31700000.0,"vanasthali, Banasthali, Kathmandu",3.0,3.0,4.0,1540.125,20.0,4.5
1852,22000000.0,"Matatirtha, Boshigaun, Chandragiri Municipality, Kathmandu",3.0,6.0,6.0,1369,8.0,Near Pathik Gyan Niketan
1857,25500000.0,"Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,5.0,6.0,1369,13.0,देउराली जन्ता ओसधी फ्याक्ट्री नजिक
1859,31500000.0,"आनन्द चोक,",3.0,5.0,6.0,1369,13.0,kalanki naya naikap near kalika temple and diamond school
1861,18600000.0,"Shree Binayak Tole, Tokha, Tokha Municipality, Kathmandu, Bagmati Pradesh, 44607, Nepal",3.0,3,7,1369,12.0,Cc
1865,32500000.0,"Sasukhwat Marg, Tyangal,",3.0,6,9,1026.75,12.0,Dallu
1867,26000000.0,Imadol (Mahalaxmi) >,3.0,3.0,5.0,1133.7,20.0,Boje Pokhari
1868,13000000.0,"LinkPlus Offshore Pvt Ltd, Thaiba, पाटन, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",3.0,2.0,3.0,1133.7,8.0,3.5 aana
1870,26500000.0,"Nagarjun, Tarakeshwar, Kathmandu, Bagmati Pradesh, 19975, Nepal",3.0,4.0,6.0,1604.29,13.0,Lolang Football Ground
1882,45000000.0,"Shovahiti Road, Tikhidol, Nakhudol",3.0,6,6,1711.25,13.0,Chumlung bhawan
1884,28200000.0,Karyabinayak,3.0,4.0,4.0,1197.875,20.0,Karyabinyak Housing
1886,21800000.0,"shiva chwok pul, नमुना चोक,",3.0,4,4,1026.75,12.0,Near shivachok narayantar jorpati
1888,47500000.0,ठुलो भर्यांङ,3.0,6.0,7.0,1561.51,20.0,Thulo bhareng Kathmandu
1893,28000000.0,Kathmandu > Mandikatar (Dhumbarahi),3.0,6,6,1095.2,13.0,à¤®à¤¨à¥à¤¦à¤¿à¤–à¤¾à¤Ÿà¤¾à¤°
1894,25000000.0,"बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,3.0,6.0,1197.87,20.0,Vellypublic school Bhangal Kathmandu
1895,23500000.0,"Jadibuti, Kathmandu, Bagmati Pradesh, 44810, Nepal",3.0,5.0,6.0,1197.875,12.0,Near Manohora Pool Pepsicola
1901,50000000.0,Srijana nagar,3.0,4,5,2395.75,13.0,Behind Shemrock Kids School
1903,35000000.0,"Machhapokhari, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 00971, Nepal",3.0,5.0,8.0,1540.125,13.0,"Aruni school, old Kar Karyalaya, near Gunastar Naaptaul Bibhag"
1906,50000000.0,"new baneshwar naya baneswor sankhamul, Shankhamul (New Baneshwor), Kathmandu",3.0,3.0,6.0,1540.125,12.0,200 m. E from Shaknkhamul Chowk
1907,32500000.0,"suchatar, Syuchatar (Kalanki), Kathmandu",3.0,3,7,1779.7,13.0,1km from ring road
1908,29000000.0,Kathmandu > Raniban (Nagarjun),3.0,5,6,1711.25,20.0,http://gharjaggabazar.com/sale/Raniban/6344/2/
1911,24000000.0,Kathmandu > Hattigaunda (Budhanilkantha),3.0,6.0,10.0,1369,13.0,à¤—à¤£à¥‡à¤¶ à¤šà¥Œà¤• à¤¦à¥‡à¤–à¤¿ 500à¤®à¤¿à¤Ÿà¤° à¤¨à¤œà¤¿à¤•
1913,43000000.0,"Adarsha Tole Marg, ???, ??? ???",3.0,5.0,6.0,1369,12.0,kusunti
1914,28000000.0,"Nakhipot, Lalitpur",3.0,4.0,4.0,1369,20.0,silauti resort
1916,22500000.0,"Sunakothi, Lalitpur",3.0,2,3,1026.75,13.0,0
1919,50000000.0,"Sainbu, Lalitpur, Bagmati Pradesh, 13775, Nepal",3.0,4.0,4.0,1411.78,13.0,opposite radio nepal tower
1922,39900000.0,"swayambhu, Swoyambhu, Kathmandu",3.0,4,6,1369,13.0,swaymbhu
1925,28000000.0,Kathmandu > Bhangal (Budhanilkantha),3.0,1.0,2.0,1369,13.0,400 MTR from manbahadur Marg or few nearby valley public school Cksjitendracks
1929,42500000.0,"Kuti Galli, Maiju Bahal, चाबहिल",3.0,7,6,1711.25,20.0,Chabahil maijubahal
1930,37000000.0,"Nakhipot, Lalitpur",3.0,4.0,6.0,1369,13.0,Milanchok beside living baptist church nakhipot lalitpur
1933,28000000.0,Kathmandu > Pasikot (Budhanilkantha),3.0,3,5,1129.425,13.0,Budhanilkantha pasikot
1940,37000000.0,"बालुवाखानी चोक, गोल्फुटार",3.0,4.0,6.0,1369,20.0,budhanilkantha-8 sundarbasti bigmart
1941,38500000.0,"Sipadol (Suryabinayak), Bhaktapur",3.0,4.0,6.0,1540.125,20.0,Sipadol
1944,29000000.0,"बोर्चा, Siddhipur, खड्काटोल, थाइकोट, ललितपुर महानगरपालिका, ललितपुर, Bagmati Pradesh, नेपाल",3.0,4.0,5.0,1369,13.0,Don Bosco School
1950,36500000.0,"सीतापाखा, इमाडोल",3.0,4.0,5.0,1369,13.0,"gwarko, hattiban, imadol, lubhu"
1956,22500000.0,"नया नैकाप,",3.0,3.0,5.0,1369,13.0,"burger House, school, hospital"
1959,37000000.0,"Namuna Chok, Gokarneshwar, Kathmandu",3.0,3.0,6.0,1369,12.0,"Hotel sng, green hill city, chicken station, burger house,"
1961,22000000.0,"TaakhelTaukhel Road, Badikhel",3.0,4,5,1369,13.0,near village resort
1964,23000000.0,Kathmandu > Nepaltar (Tarkeshwar),3.0,4,4,1369,12.0,"Kathamndu, (Nepaltar) Maline Basti Marg"
1965,40000000.0,Thapathali,3.0,3.0,6.0,1369,12.0,Near rose bud school
1966,39500000.0,"Kusunti Kumar Pith Marg, Naya Nagar, Kusunti, Lalitpur",3.0,4,5,1711.25,13.0,Kusunti Near Arunima Basti
1967,26000000.0,"All Core Lalitpur, Lalitpur",3.0,3.0,8.0,1129.425,13.0,"500 METER FROM IJ PIONEER SCHOOL, LALITPUR"
1973,31500000.0,"Imadol-Hattiban Road, इमाडोल",3.0,4.0,4.0,1026.75,13.0,imadol lubhu
1977,32000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,5,4,1369,13.0,"Cozy Home, Imadol Petrol Pump"
1978,35000000.0,"Balkot, Anantalingeshwar, सूर्यविनायक नगरपालिका, भक्तपुर, Bagmati Pradesh, नेपाल",3.0,5.0,7.0,1711.25,13.0,Balkot
1984,25500000.0,"Suryabinayak, Bhaktapur",3.0,3.0,7.0,1026.75,12.0,"Hotel Heritage, Ram devi Complex, Tourism Market"
1985,27000000.0,"रामकोट, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,3.0,3.0,1026.75,20.0,0
1988,21000000.0,"Rug Company, Bagmati Corridor Road, Makalbari, Gokarneshwor, Namgyal, Gokarneshwar Municipality, Kathmandu",3.0,3.0,3.0,1026.75,12.0,Near greenhill city
1994,35000000.0,"Lazimpat, Narayan Gopal Road, Radisson Hotel Kathmandu, Lazimpat, Kathmandu",3.0,3.0,3.0,1026.75,12.0,G
1997,26500000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,3.0,4.0,1026.75,13.0,0
1998,22500000.0,"घिमिरे टोल,",3.0,3.0,6.0,1026.75,13.0,manipal hospital
1999,25000000.0,Kathmandu > Mid Baneshwor,3.0,3.0,5.0,1026.75,5.0,New Baneshwor Hight puja pratisthan bata 200 mtr. North
2002,28500000.0,"Imadol-Hattiban Road, इमाडोल",3.0,4.0,5.0,1026.75,13.0,imadol lubhu
2005,26000000.0,"Bodhigram (Satdobato), Lalitpur",3.0,3.0,4.0,1026.75,13.0,Satdobato Swimming Pool
2006,9000000.0,"कोटेश्वर चोक, जडिबुटी, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,3.0,2.0,1711.25,20.0,Rukmani marbles
2009,31500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,4,5,1026.75,13.0,New Milenium School
2010,45000000.0,"Chyasundol Marg, Dharampur",3.0,4.0,3.0,1711.25,13.0,golfutar
2014,58000000.0,Kathmandu > Golfutar (Budhanilkantha),3.0,4.0,5.0,1711.25,13.0,Golfutar planning
2019,48500000.0,Kathmandu > Handigaun,3.0,4,5,1711.25,13.0,Handigaun
2025,24000000.0,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",3.0,4.0,4.0,1026.75,13.0,Pawan Pakriti school Height
2026,22500000.0,"Bhuddha Marg, Siddhipur",3.0,3.0,4.0,1026.75,13.0,sanagau
2028,29500000.0,"Pragati Tole, Baluwakhani Chok, Mandikhatar",3.0,4,6,1026.75,13.0,Near from sukedhara
2030,41000000.0,"Pashupati Sadak, Gyaneshwar, Maitidevi",3.0,4.0,4.0,1026.75,20.0,ratopul
2035,22000000.0,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",3.0,3.0,5.0,1026.75,13.0,Tikathali Khadka Tole
2039,26300000.0,"kopan, Kapan, Kathmandu",3.0,3.0,6.0,1711.25,13.0,Gyan prakash acedamy near
2045,36000000.0,"kopan, Kapan, Kathmandu",3.0,5.0,6.0,1711.25,13.0,150m from Akashdhara Chowk
2048,42500000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",3.0,4.0,7.0,1711.25,13.0,Near Gokul Awas
2050,26000000.0,"467, Kathmandu Ringroad, Sungava Chok, Dhumbarahi, Kathmandu Metropolitan Ward 4, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44660, Nepal",3.0,3.0,6.0,1026.75,12.0,3ann
2054,24000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,3.0,4.0,1060.975,13.0,600m From Krishna Mandir
2060,52000000.0,Kathmandu > Lazimpat,3.0,5,5,2156.175,12.0,Lazimpat khursanitar near flasht sports
2061,250000000.0,Sainbu,3.0,6,7,5476,20.0,bhaisepati aawas gate
2067,29000000.0,Kathmandu > Koteshwor Area,3.0,2,9,1369,8.0,Behind Banijya Bank
2070,14200000.0,"Santinagar, Nagarjun, Nagarjun Municipality, Kathmandu",3.0,0,0,1369,13.0,Halchok
2072,35000000.0,"Tinthana (Chandragiri), Kathmandu",3.0,4.0,4.0,1711.25,13.0,"Kirtipur park, suspension bridge"
2078,25500000.0,Imadol,3.0,3.0,4.0,1026.75,13.0,imadol krishna mandir
2079,23500000.0,"Bishnudol-Lubhu Road, Lubhu",3.0,3.0,5.0,1026.75,13.0,lubu donbus
2084,44000000.0,Thulo Bharyang,3.0,5.0,4.0,1711.25,20.0,swoyambhu - Thulobhareng - rumbachok - The comfort housing sano bharyang. Nagarjun - 2
2085,14000000.0,"Ramailo Chowk, Narayangadh",3.0,3,3,2053.5,20.0,Old medical collage
2087,25000000.0,"Sunakothi, Lalitpur",3.0,2.0,3.0,1026.75,13.0,0
2089,85000000.0,"Red Cross Road, कालिमाटी, कोहिनूर हिल्स आवास",3.0,4,5,2738,13.0,kalimati
2090,17500000.0,Rupandehi (Bhairahawa) > Durga Colony,3.0,4,6,4107,20.0,"Si. Na. Pa. 6, Durga Colony just behind Nirvana Hotel"
2091,58000000.0,"Premier International School, Khumaltar Height Marg Uttar, NAST research centre, Khumaltar, Patan, Lalitpur",3.0,6.0,6.0,1711.25,20.0,Near premiere School Khumaltar
2092,16000000.0,इमाडोल,3.0,1.0,2.0,1026.75,13.0,lalitpur
2096,27500000.0,"Sahanaj Clinic, Imadol - Tikathali, Tikathali, Imadol, Mahalaxmi, Lalitpur",3.0,3,5,1026.75,20.0,pawanprakriti school agadi
2104,50000000.0,"स्वयंभुनाथ, Budhhabihar marg, Dallu, Kimdol, Kathmandu",3.0,2.0,3.0,1026.75,13.0,H
2107,72500000.0,Kathmandu > Baluwatar,3.0,9,8,2053.5,12.0,Will go on call.lets talk wisely first Cksanujfbcka
2108,50000000.0,"Dhapakhel, Lalitpur",3.0,5,9,3080.25,13.0,Gems School
2110,33500000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,4,6,1488.7875,13.0,Near pawan prakrti school
2111,60000000.0,Kathmandu > Goldhunga (Tarkeshwar),3.0,3.0,4.0,3764.75,12.0,"Bhairavsthan, Tarkeshwor, Lolang bus stop"
2116,78000000.0,"Dhapasi (Tokha), Kathmandu",3.0,5,7,4449.25,12.0,Grande Hospital
2122,110000000.0,"Baluwakhani (Kapan), Kathmandu",3.0,0.0,0.0,3764.75,20.0,0
2125,33000000.0,Dhapakhel,3.0,4,4,1369,20.0,Sumeru hospital
2126,19000000.0,"Dadhikot, Anantalingeshwar, Suryabinayak, भक्तपुर, Bagmati Pradesh, नेपाल",3.0,5,3,1026.75,20.0,Kathmandu school of law
2131,107500000.0,"Dallu, Chhauni, Kathmandu",3.0,3,5,4449.25,12.0,K
2132,42500000.0,Dhapakhel,3.0,3,3,1369,20.0,Dhapakhel Civil Homes
2133,55000000.0,"Dallu, Chhauni, Kathmandu",3.0,3,3,1711.25,13.0,V
2134,79500000.0,"Dathu Tol, Naxal, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 00975, Nepal",3.0,3,4,3358.32,12.0,Gahanapokhari
2137,39000000.0,"Dhapaheight road, ऐरवा टोल, Dhapakhel",3.0,6,6,525,13.0,Lalitpur 23 Dhapakhel
2139,33000000.0,Dhapakhel,3.0,4,5,1711.25,13.0,Dhapakhel Near Flying House
2142,32000000.0,"Imadol - Tikathali, Imadol",3.0,3,5,7472.25,13.0,imadol ochu hight
2143,35000000.0,"Dhapasi Marg, Shrijanshil Tol, बसुन्धरा",3.0,4,5,1369,13.0,Ring road नजीकै
2145,23000000.0,"Dhaulagiri Gate, Satungal Road, Matatirtha, Boshigaun, Chandragiri Municipality, Kathmandu",3.0,4,6,1369,12.0,Dhaulagiri awas gate
2153,105000000.0,"Lazimpat, Narayan Gopal Road, Radisson Hotel Kathmandu, Lazimpat, Kathmandu",3.0,3.0,5.0,4107,13.0,G
2156,300000000.0,"Dillibazar kanya campus, Dilli Bazaar Road, Kathmandu, Nepal",3.0,6,7,8214,13.0,Charkhal Malpot
2159,25500000.0,"Dhapasi Marg, Kathmandu 44600, Nepal",3.0,5,6,1095.2,13.0,ओसाधी कारखाना नजिकै
2166,28500000.0,"Imadol - Tikathali, Imadol",3.0,3,5,10609.75,13.0,tikathali pawan pakriti school
2172,85500000.0,Dharampur,3.0,6,4,3422.5,20.0,hepaliheight police station
2179,36000000.0,"Khahare Chowk, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,4,3,1369,20.0,near sanima bank
2181,27000000.0,"Bwangadhaa Lan Marg, Harisiddhi",3.0,3,4,1026.75,13.0,harisiddhi
2182,49000000.0,"Milijuli Tol, Chappal Karkhana, Kathmandu",3.0,5,5,1711.25,13.0,With car parking and 2 attached
2183,197500000.0,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",3.0,6.0,6.0,3220,20.0,rudreswor chok
2185,25000000.0,"Tikathali,",3.0,4,6,1369,13.0,Khadka Gaun Tikathali
2187,24000000.0,"Tikathali, Changathali, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",3.0,3.0,3.0,3300,13.0,imadol tikathali
2188,30000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,4,13,1129.425,13.0,Ansari clinic (Sahanaj clinic )
2191,14500000.0,"Tikathali,",3.0,3,4,1026.75,13.0,Changathali Planning Nest Colony.
2193,22500000.0,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",3.0,3,4,1026.75,13.0,tikathali near lubu
2198,320000000.0,"Budhanilkantha, Kathmandu",3.0,3,3,13690,13.0,K
2200,80000000.0,"अरुन थापा मुर्ति चोक, Sanepa",3.0,3.0,5.0,3080.25,13.0,sanepa jamshikhel hight
2201,29500000.0,"Mulpani (Kageshwor), Kathmandu",3.0,6,8,1437.45,12.0,Near By Greenhill City
2204,28500000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,4,7,1090.92,13.0,imadol
2205,55000000.0,"Budhanilkantha, Kathmandu",3.0,3,3,1711.25,13.0,A
2213,19900000.0,"chabil cabahil, Chabahil, Kathmandu",3.0,3,6,1060.975,20.0,Ganeshthan Temple
2214,29000000.0,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",3.0,4,5,1369,20.0,Tikathali Bhatbhatni sanogaun
2215,22500000.0,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",3.0,4,6,1026.75,20.0,Tikathali panitanki
2219,31000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,3,6,1283.43,13.0,"imadol, lalitpur"
2221,34000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,3,6,1326.21,13.0,"Imadol, lalitpur"
2222,51000000.0,"Chibahal, Sunakothi, Lalitpur Metropolitan City, Lalitpur",3.0,6,8,2053.5,13.0,Oasis School
2224,18500000.0,"Matatirtha, Chandragiri, Kathmandu",3.0,2,5,1026.75,13.0,No
2227,32500000.0,"Civil Homes, Godawari, Thecho, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",3.0,6,6,1369,13.0,civil homes phase iii
2233,28000000.0,"Cherubs English Boarding School, Satdobato Tutepani Marg, Bishal Chok, Satdobato, Patan, Lalitpur Metropolitan City, Lalitpur",3.0,4,5,1369,13.0,Kantipur
2240,115000000.0,"नारायण गोपाल सडक, लाजिम्पाट",3.0,5.0,5.0,3422.5,20.0,lazimpat
2244,120000000.0,"Kumari Bank Ltd, Putali Sadak, कमाल पोखरी, Bansh Ghari, Kathmandu",3.0,4,5,1711.25,20.0,K
2251,36900000.0,"Tokha Saraswati (Tokha), Kathmandu",3.0,4,5,1369,20.0,4aana
2253,8500000.0,"Upendra Marg, अरुन थापा मुर्ति चोक, कुपन्डोल",3.0,4,5,11978.75,13.0,kupandol
2254,39500000.0,Imadol,3.0,3,4,1369,13.0,imadol rajkulo
2255,33000000.0,Imadol,3.0,3,4,1369,13.0,imadol bandari marg
2264,21000000.0,"Gurjudhara (Chandragiri), Kathmandu",3.0,O,O,1369,12.0,Nepal telecom guejudhara
2273,38500000.0,Imadol,3.0,3,6,1369,13.0,imadol ochu hight
2274,32500000.0,Imadol,3.0,3,4,1369,13.0,imadol sital hight
2275,94500000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,5.0,7.0,5818.25,13.0,0
2276,82500000.0,Kathmandu > Tokha Chandeshwari (Tokha),3.0,5.0,7.0,5818.25,20.0,"Tokha Road, Chandeswori"
2278,185000000.0,"Anand Chok, Tinthana, Chandragiri, Kathmandu",3.0,3.0,3.0,5818.25,13.0,Good
