Price,Views,Land Area,Road Access,Facing,Floor,Parking,Bedroom,Bathroom,Furnish Status,Amenity,City,district
27500000.0,226,2.2,20.0,South,2.5,,,3.0,,,Swoyambhu, Kathmandu
36500000.0,237,5.0,13.0,South,3.0,,5.0,4.0,,,Bafal, Kathmandu
61500000.0,1.1,6.0,13.0,South,2.5,,5.0,3.0,,,Chapali, Kathmandu
17000000.0,178,3.2,10.0,South-East,2.5,,6.0,3.0,,,Chandragiri, Kathmandu
17000000.0,290,3.1,11.0,North,2.5,,6.0,,,,Thankot, Kathmandu
13500000.0,219,3.0,22.0,West,3.0,,7.0,2.0,,,Thankot, Kathmandu
16500000.0,637,3.3,11.0,North-East,3.0,,4.0,,,,Kalanki, Kathmandu
25500000.0,351,3.0,13.0,West,2.5,,4.0,4.0,,,Imadol, Lalitpur
25000000.0,262,4.2,12.0,South-West,2.5,,6.0,3.0,,,Manamaiju, Kathmandu
29000000.0,230,12.0,13.0,South,2.5,,14.0,6.0,,,Godamchaur, Lalitpur
39800000.0,180,5.0,13.0,,3.5,,5.0,3.0,,,Naya Thimi, Bhaktapur
46500000.0,585,4.3,16.0,,2.5,,4.0,4.0,,,Budhanilkantha, Kathmandu
32000000.0,1.3,5.0,8.0,North,2.5,,,3.0,,,Tripureshwor, Kathmandu
51500000.0,221,8.3,13.0,South-West,2.0,,5.0,3.0,,"Earthquake Resistant,Parquet,Fridge,Sofa,Dining Room,Microwave,Water Purifier,Washing Machine,Bed Room,Iron,Parking,+ 8 See More",Budhanilkantha, Kathmandu
58000000.0,427,10.0,13.0,East,2.5,,4.0,2.0,,,Dhapasi, Kathmandu
22000000.0,370,3.3,30.0,West,3.0,,4.0,,,,Kadaghari, Kathmandu
140000000.0,196,5.0,40.0,East,6.5,,,,,,Kupandole, Lalitpur
23500000.0,553,2.5,13.0,East,4.0,,3.0,3.0,,,Banasthali, Kathmandu
45000000.0,454,6.0,5.0,South,3.5,,7.0,4.0,,,Kumaripati, Lalitpur
31500000.0,1.3,3.1,10.0,North-West,3.5,,,,,,Swoyambhu, Kathmandu
49800000.00000001,221,5.3,9.0,,4.0,,11.0,4.0,,,Shantinagar, Kathmandu
37000000.0,201,3.2,13.0,North-East,2.5,,4.0,3.0,,,Bafal, Kathmandu
27000000.0,432,3.2,13.0,South,3.5,,,,,,Sundarbasti, Kathmandu
38000000.0,4.9,4.2,20.0,,2.5,,5.0,4.0,,"Earthquake Resistant,Parquet,Gym,CC Camera,Power Backup,Modular Kitchen,Parking,Bathroom,Drinking Water,Internet,Swimming Pool,+ 3 See More",Taukhel, Lalitpur
13500000.0,421,2.2,10.0,East,1.0,,,,,,Tahachal, Kathmandu
39500000.0,849,5.0,20.0,,2.5,,6.0,5.0,,,Sundarbasti, Kathmandu
32500000.0,158,5.3,13.0,South-East,3.0,,6.0,3.0,,,Kapan, Kathmandu
27000000.0,451,3.2,20.0,West,2.5,,5.0,4.0,,,Imadol, Lalitpur
28500000.0,572,3.3,13.0,North-West,2.5,,4.0,4.0,,,Imadol, Lalitpur
15000000.0,1k ,3.0,17.0,South,2.5,,4.0,3.0,,,Danchhi, Kathmandu
27500000.0,829,3.0,13.0,South-East,3.0,,5.0,3.0,,,Imadol, Lalitpur
67500000.0,317,4.0,14.0,,2.5,,8.0,8.0,,,Bhaisepati, Lalitpur
29000000.0,270,3.3,13.0,,2.5,,,,,,Bhangal , Kathmandu
29800000.0,154,4.0,20.0,,2.5,,,,,,Sundarbasti, Kathmandu
14000000.0,165,4.1,10.0,North-East,3.0,,2.0,,,,Jhaukhel, Bhaktapur
38000000.0,429,3.3,14.0,,2.5,,4.0,5.0,,,Bhaisepati, Lalitpur
67500000.0,180,4.0,11.0,,2.5,,8.0,8.0,,,Budhanilkantha, Kathmandu
65000000.0,540,9.5,12.0,,2.0,,4.0,4.0,,,Budhanilkantha, Kathmandu
18000000.0,132,4.0,13.0,North-East,1.0,,3.0,2.0,,,Matatirtha, Kathmandu
27500000.0,246,3.2,13.0,,2.5,,4.0,,,,Imadol, Lalitpur
23500000.0,278,2.2,10.0,South,2.5,,8.0,,,,Imadol, Lalitpur
27500000.0,239,3.0,9.0,,2.5,,5.0,4.0,,,Imadol, Lalitpur
26000000.0,165,3.1,13.0,,2.5,,5.0,4.0,,,Imadol, Lalitpur
24500000.0,293,3.0,10.0,North-East,2.5,,7.0,4.0,,,Tyanglafat, Kathmandu
25500000.0,138,3.0,13.0,West,3.0,,5.0,3.0,,,Kageshwori, Kathmandu
22500000.0,110,4.0,13.0,,2.5,,,,,,Chandragiri, Kathmandu
13100000.0,260,3.0,12.0,,2.0,,6.0,,,,Chandragiri, Kathmandu
22000000.0,267,3.1,13.0,East,2.5,,,,,,Thaiba, Lalitpur
23500000.0,214,3.1,13.0,North,2.5,,4.0,5.0,,,Imadol, Lalitpur
21000000.0,226,46.0,13.0,North,2.5,,4.0,4.0,,,Imadol, Lalitpur
42500000.0,223,4.0,13.0,South,2.5,,6.0,4.0,,,Imadol, Lalitpur
19000000.0,181,3.0,10.0,,2.5,,,,,,Chandragiri, Kathmandu
40000000.0,444,5.0,15.0,South-East,2.5,,6.0,6.0,,,Budhanilkantha, Kathmandu
30000000.0,2.8,3.0,13.0,West,2.5,,4.0,3.0,,,Thulobharyang, Kathmandu
55000000.0,408,4.2,14.0,South,2.0,,3.0,4.0,,,Bhaisepati, Lalitpur
62000000.0,416,10.0,14.0,South-East,2.5,,4.0,,,,Chappal karkhana, Kathmandu
40000000.0,353,5.0,15.0,South-East,2.5,,6.0,6.0,,,Budhanilkantha, Kathmandu
38000000.0,225,5.1,14.0,South,2.5,,5.0,3.0,,,Pasikot, Kathmandu
12000000.0,464,4.1,3.0,West,3.0,,,,,,Tarkeshwor, Kathmandu
26700000.0,255,5.0,20.0,West,2.5,,6.0,,,,Chandragiri, Kathmandu
28500000.0,305,3.4,10.0,North-East,3.0,,17.0,,,"Earthquake Resistant,Marbel,Parquet,Fridge,Sofa,Solar,Dining Room,AirCon,Bed Room,Parking,Internet,+ 4 See More",Paiyuntar, Kathmandu
18000000.0,283,4.2,20.0,North-East,3.0,,2.0,,,,Kapan, Kathmandu
33000000.0,155,4.2,20.0,West,3.5,,6.0,,,,Battisputali, Kathmandu
25500000.0,141,3.2,20.0,East,2.5,,9.0,7.0,,,Nakhipot, Lalitpur
21000000.0,166,2.3,13.0,,2.5,,,2.0,,,Imadol, Lalitpur
76500000.0,451,9.0,14.0,,2.5,,5.0,4.0,,,Dhobighat, Lalitpur
125000000.0,686,22.0,15.0,,2.5,,6.0,,,,Budhanilkantha, Kathmandu
25000000.0,1.5,3.1,10.0,North,3.0,,,,,,Gairi Gaun, Kathmandu
31000000.0,680,3.3,15.0,South-West,2.5,,5.0,4.0,,,Bhaisepati, Lalitpur
39800000.0,572,6.0,14.0,South,2.5,,,,,,Sukedhara, Kathmandu
67500000.0,323,7.2,13.0,North-East,2.5,,6.0,4.0,,,Kupandole, Lalitpur
17500000.0,143,3.0,13.0,South,3.0,,,,,,Satungal, Kathmandu
15000000.0,264,2.2,13.0,East,2.5,,,,,,Goldhunga, Kathmandu
110000000.0,577,11.0,13.0,South,2.5,,,,,,Thapathali, Kathmandu
55000000.0,479,5.2,16.0,South-East,2.5,,5.0,4.0,,"Earthquake Resistant,Marbel,Parquet,Fridge,Sofa,AirCon,Microwave,Dining Room,Solar,CC Camera,Water Purifier,+ 13 See More",Bhaisepati, Lalitpur
32500000.0,512,3.3,13.0,South-East,2.5,,4.0,4.0,,"Earthquake Resistant,Marbel,Parquet,Fridge,Sofa,AirCon,Microwave,Dining Room,Solar,CC Camera,Water Purifier,+ 13 See More",Bhaisepati, Lalitpur
36000000.0,239,7.0,12.0,North-East,2.5,,6.0,2.0,,,Imadol, Lalitpur
25000000.0,133,4.3,10.0,,3.5,,,,,,Lolang, Kathmandu
27500000.0,214,3.2,13.0,South-East,3.0,,3.0,,,,Bhangal , Kathmandu
27500000.0,393,3.1,16.0,South-West,2.5,,3.0,3.0,,,Golfutar, Kathmandu
43000000.0,199,5.0,10.0,South,3.5,,17.0,10.0,,,Lainchaur, Kathmandu
29500000.0,399,5.0,13.0,,2.5,,,,,,Balkot, Bhaktapur
77500000.0,957,9.0,20.0,South-West,2.5,,5.0,4.0,,"Marbel,Parquet,Fridge,Sofa,Microwave,Dining Room,Solar,Water Purifier,CC Camera,Washing Machine,Bed Room,+ 14 See More",Thado Dhunga, Lalitpur
42500000.0,389,6.0,20.0,South-East,2.5,,3.0,3.0,,"Earthquake Resistant,Marbel,Parquet,Fridge,Gym,Sofa,AirCon,Microwave,Dining Room,CC Camera,Solar,+ 15 See More",Sunakothi, Lalitpur
35000000.0,305,3.3,22.0,,2.5,,5.0,4.0,,,Bhaisepati, Lalitpur
54000000.0,259,5.3,20.0,South-East,2.5,,7.0,4.0,,,Bagdol, Lalitpur
45000000.0,1k ,5.0,15.0,North-West,2.5,,5.0,6.0,,,Budhanilkantha, Kathmandu
38000000.0,357,5.1,14.0,South-West,2.5,,5.0,3.0,,"Earthquake Resistant,Marbel,Parquet,Fridge,Sofa,Solar,Dining Room,Microwave,AirCon,Garden,Bed Room,+ 11 See More",Pasikot, Kathmandu
29500000.0,185,3.3,13.0,,2.5,,,,,,Bhangal , Kathmandu
34500000.0,367,4.0,13.0,,2.5,,6.0,5.0,,,Baluwakhani, Kathmandu
28500000.0,275,3.1,13.0,,3.5,,,,,,Aakasedhara, Kathmandu
20500000.0,368,3.0,20.0,South-East,3.0,,4.0,3.0,,"Earthquake Resistant,Marbel,Solar,Garden,Modular Kitchen,Parking,Playground,Internet,Drinking Water,Bathroom,Drainage,+ 1 See More",Katunje, Bhaktapur
50000000.0,287,5.1,13.0,South,2.5,,4.0,5.0,,"Marbel,Parquet,AirCon,Solar,CC Camera,Water Purifier,Playground,TV,Drainage,Bathroom,Drinking Water,+ 2 See More",Rudreshwor, Kathmandu
29000000.0,367,3.2,16.0,West,2.5,,5.0,5.0,,"Earthquake Resistant,Marbel,Parquet,CC Camera,Water Purifier,Drinking Water,Internet,Modular Kitchen,Parking,Playground,AirCon,+ 3 See More",Golfutar, Kathmandu
29000000.0,204,3.2,14.0,South-East,2.5,,3.0,3.0,,,Dhapakhel, Lalitpur
25000000.0,213,4.1,12.0,West,2.5,,6.0,5.0,,,Bauthali, Kathmandu
27000000.0,229,2.5,28.0,East,4.0,,,,,,Narephat, Kathmandu
29500000.0,228,3.2,13.0,East,2.0,,5.0,5.0,,,Tikathali, Lalitpur
30000000.0,431,4.2,4.0,South,1.0,,2.0,2.0,,,Kalopool, Kathmandu
62500000.0,755,5.3,16.0,South-West,2.5,,3.0,3.0,,"Marbel,Parquet,Gym,Sofa,AirCon,Garden,Bed Room,Water Purifier,Modular Kitchen,Power Backup,Internet,+ 7 See More",Bhaisepati, Lalitpur
39000000.0,456,5.0,13.0,East,2.5,,4.0,4.0,,,Nakkhu, Lalitpur
100000000.0,309,12.0,13.0,East,2.0,,,,,,Mid Baneshwor, Kathmandu
31000000.0,981,4.0,13.0,South-East,2.5,,5.0,4.0,,,Sitapaila, Kathmandu
22000000.0,297,3.1,12.0,East,3.0,,5.0,,,,Magar Gaun, Bhaktapur
17200000.0,262,3.0,10.0,South,3.0,,5.0,,,,Khahare, Kathmandu
32500000.0,154,3.5,12.0,East,3.0,,6.0,,,,Kadaghari, Kathmandu
27500000.0,280,3.2,4.0,West,3.0,,6.0,,,,Kamerotar, Bhaktapur
26000000.0,135,3.1,13.0,North,2.0,,4.0,5.0,,,Imadol, Lalitpur
41000000.0,316,4.0,13.0,South-West,2.0,,5.0,5.0,,,Bhaisepati, Lalitpur
44500000.0,380,5.0,14.0,,2.5,,5.0,5.0,,,Mandikatar, Kathmandu
40000000.0,336,4.3,13.0,West,2.5,,5.0,4.0,,,Budhanilkantha, Kathmandu
45000000.0,165,5.3,20.0,East,3.5,,,,,,Tilingtar, Kathmandu
95000000.0,178,6.1,0.0,South-West,3.5,,23.0,8.0,,,Naya Bazar, Kathmandu
29000000.0,310,4.0,10.0,South-East,3.0,,,,,,Paiyuntar, Kathmandu
17500000.0,246,3.0,9.0,,2.5,,,,,,Chandragiri, Kathmandu
17000000.0,530,3.0,10.0,West,3.0,,4.0,,,,Tokha, Kathmandu
32500000.0,523,3.3,13.0,South-West,2.5,,4.0,4.0,,,Bhaisepati, Lalitpur
26000000.0,307,3.5,0.0,,2.5,,,,,,High Vision Colony, Kathmandu
43000000.0,495,5.0,18.0,South,2.5,,5.0,3.0,,,Nakkhu, Lalitpur
65000000.0,265,12.0,13.0,South,3.0,,7.0,3.0,,,Imadol, Lalitpur
26500000.0,409,4.0,12.0,North-East,4.0,,7.0,,,,Buddhanagar, Kathmandu
15500000.0,382,3.3,8.0,East,2.0,,1.0,,,,Tahachal, Kathmandu
38000000.0,277,4.0,22.0,South,4.0,,18.0,,,,Suryabinayak, Bhaktapur
38500000.0,285,4.2,14.0,South,2.0,,3.0,4.0,,,Bhaisepati, Lalitpur
37500000.0,722,7.0,13.0,South,2.5,,4.0,3.0,,,Sitapaila, Kathmandu
20000000.0,528,4.0,12.0,North-West,3.0,,4.0,,,,Sitapaila, Kathmandu
9000000.0,307,3.0,4.0,North,1.0,,2.0,,,,Kavresthali, Kathmandu
37000000.0,313,4.0,10.0,North,3.0,,6.0,4.0,,,Syuchatar, Kathmandu
26500000.0,755,60.0,13.0,North,3.0,,6.0,,,,Koteshwor, Kathmandu
14500000.0,754,11.0,13.0,West,3.0,,11.0,,,,Bouddha, Kathmandu
23500000.0,147,5.0,11.0,South,2.0,,,,,,Naya Basti, Kathmandu
55000000.0,614,7.5,20.0,South-West,3.5,,7.0,8.0,,,Budhanilkantha, Kathmandu
53500000.0,704,7.1,18.0,South-West,3.5,,7.0,5.0,,,Pasikot, Kathmandu
140000000.0,310,5.0,22.0,East,5.5,,,10.0,,,Kupandole, Lalitpur
50000000.0,336,4.0,14.0,,2.5,,5.0,6.0,,,Bhaisepati, Lalitpur
35000000.0,580,3.3,22.0,,2.5,,5.0,4.0,,,Bhaisepati, Lalitpur
140000000.0,96 ,5.0,22.0,East,5.0,,,,,,Kupandole, Lalitpur
32500000.0,208,5.2,13.0,East,3.0,,,,,,Syuchatar, Kathmandu
170000000.0,481,14.0,16.0,,3.5,,6.0,4.0,,,Bhaisepati, Lalitpur
35000000.0,12.,4.1,20.0,East,2.5,,5.0,4.0,,"Marbel,Parquet,Gym,Earthquake Resistant,Drainage,Bathroom,Drinking Water,Power Backup,Internet,Modular Kitchen,Playground,+ 1 See More",Sunakothi, Lalitpur
70000000.0,1.2,6.3,11.0,South,2.0,,6.0,5.0,,,Gahana Pokhari, Kathmandu
85000000.0,383,8.0,32.0,,2.0,,4.0,4.0,,,Hattiban, Lalitpur
190000000.0,373,10.2,13.0,South-West,5.0,,10.0,8.0,,"Earthquake Resistant,Marbel,Parquet,Fridge,Sofa,Bed Room,Modular Kitchen,Parking,Playground,Internet,Bathroom,+ 2 See More",Tahachal, Kathmandu
102000000.0,507,9.0,20.0,West,2.5,,5.0,4.0,,,Bhimsengola, Kathmandu
95000000.0,436,10.0,13.0,South,2.5,,5.0,4.0,,,Battisputali, Kathmandu
39000000.0,408,5.0,13.0,North-East,2.5,,5.0,3.0,,,Sundarbasti, Kathmandu
27000000.0,145,3.1,13.0,South-East,2.5,,6.0,3.0,,,Besigaun, Kathmandu
13000000.0,385,3.0,13.0,East,1.0,,2.0,1.0,,,Gorkarneshwor, Kathmandu
40500000.0,388,5.5,13.0,North-East,2.0,,4.0,3.0,,,Kusunti, Lalitpur
33000000.0,393,6.0,13.0,South-East,2.5,,6.0,4.0,,,Pasikot, Kathmandu
62500000.0,567,6.2,15.0,North-East,2.5,,6.0,6.0,,,Budhanilkantha, Kathmandu
18000000.0,449,3.0,20.0,South,2.5,,,,,,Lamatar, Lalitpur
32000000.0,501,3.1,13.0,North-East,3.5,,,,,,Shankhamul, Kathmandu
33000000.0,776,4.2,13.0,South-East,2.5,,8.0,6.0,,,Sanagaun, Lalitpur
20500000.0,416,3.0,10.0,,2.5,,4.0,3.0,,,Baniyatar, Kathmandu
50000000.0,238,7.0,13.0,South,2.5,,4.0,4.0,,,Bansbari, Kathmandu
26000000.0,184,3.3,13.0,North-East,2.5,,5.0,3.0,,,Imadol, Lalitpur
23500000.0,272,3.1,13.0,North,2.5,,3.0,4.0,,,Imadol, Lalitpur
70000000.0,307,9.1,10.0,East,4.5,,12.0,4.0,,,Satdobato, Lalitpur
29500000.0,161,3.3,15.0,West,3.0,,,,,,Samakhushi chowk, Kathmandu
95000000.0,879,17.0,17.0,,3.5,,6.0,5.0,,,Budhanilkantha, Kathmandu
32500000.0,351,4.0,13.0,East,2.5,,11.0,2.0,,,Gaushala, Kathmandu
32000000.0,324,4.0,20.0,North,2.5,,4.0,4.0,,,Goldhunga, Kathmandu
125000000.0,598,18.0,15.0,East,2.5,,5.0,5.0,,,Budhanilkantha, Kathmandu
32500000.0,324,3.5,14.0,South-West,2.5,,5.0,5.0,,,Ganesh Chowk, Kathmandu
160000000.0,274,16.0,20.0,,,,,,,,Samakhusi, Kathmandu
55000000.0,738,8.0,12.0,West,2.5,,,,,,Dhumbarahi, Kathmandu
22000000.0,254,4.0,15.0,East,2.5,,,,,,Goldhunga, Kathmandu
130000000.0,107,16.0,20.0,,3.5,,,,,,Ranibari, Kathmandu
25000000.0,3.3,3.1,16.0,North-East,2.5,,4.0,3.0,,,Nagarjun, Kathmandu
52500000.0,159,7.2,14.0,North-East,2.5,,,,,,Narayanthan , Kathmandu
31500000.0,262,4.1,15.0,South,2.5,,,,,,Bhangal , Kathmandu
29000000.0,317,2.3,20.0,East,2.5,,,2.0,,,Pepsicola, Kathmandu
190000000.0,671,16.0,18.0,,3.0,,5.0,5.0,,,Sanepa, Lalitpur
41000000.0,235,5.2,13.0,South-West,3.0,,5.0,4.0,,,Wasik, Kathmandu
45000000.0,204,7.0,15.0,East,2.5,,4.0,3.0,,,Sukedhara, Kathmandu
50000000.0,285,5.2,20.0,South-West,2.5,,4.0,3.0,,,Thaiba, Lalitpur
95000000.0,363,11.0,17.0,North-West,2.5,,6.0,4.0,,,Katunje, Bhaktapur
47500000.0,698,6.1,15.0,South-East,2.5,,3.0,4.0,,,Dhapasi, Kathmandu
35000000.0,254,5.0,10.0,East,3.5,,,,,,Bhaisepati, Lalitpur
14000000.0,216,3.0,13.0,West,2.5,,,2.0,,,Thankot, Kathmandu
53500000.0,172,8.1,12.0,North-West,4.0,,8.0,4.0,,,Narayantar, Kathmandu
39000000.0,352,4.0,14.0,South,2.5,,6.0,4.0,,,Sukedhara, Kathmandu
35000000.0,253,4.0,22.0,,3.0,,,,,,Ranibari, Kathmandu
25000000.0,182,3.2,10.0,West,2.5,,5.0,,,,Goldhunga, Kathmandu
29000000.0,100,3.0,13.0,East,2.5,,,,,,Sundarbasti, Kathmandu
35000000.0,158,4.0,14.0,South,2.5,,,,,,Sitapaila, Kathmandu
31000000.0,178,4.2,14.0,West,3.5,,,,,,Kapan, Kathmandu
31500000.0,146,4.0,13.0,,2.5,,,,,,Baluwakhani, Kathmandu
26500000.0,166,3.3,13.0,East,2.0,,,,,,Tenzing Chowk, Kathmandu
35000000.0,297,5.0,14.0,,2.5,,,,,,Sukedhara, Kathmandu
55000000.0,199,11.0,15.0,East,2.5,,4.0,5.0,,,Narayanthan , Kathmandu
49000000.0,231,5.1,13.0,East,2.5,,5.0,6.0,,,Rudreshwor, Kathmandu
28500000.0,316,4.0,13.0,,2.5,,7.0,4.0,,,Bafal, Kathmandu
14700000.0,292,3.0,14.0,North,2.5,,,,,,Imadol, Lalitpur
18500000.0,275,2.3,15.0,East,2.5,,,,,,Gwarko, Lalitpur
14700000.0,478,3.0,14.0,South,1.0,,,,,,Imadol, Lalitpur
21000000.0,319,3.0,16.0,North,2.5,,,,,,Gothatar, Kathmandu
17500000.0,350,2.2,12.0,South,2.5,,,,,,Tikathali, Lalitpur
27000000.0,247,4.0,14.0,South,2.5,,,,,,Tikathali, Lalitpur
5500000.0,1.6,14.0,36.0,,,,,,,,Sitapaila, Kathmandu
22000000.0,1.8,3.0,10.0,South,2.5,,,,,,Basanti Chowk, Kathmandu
22000000.0,688,3.0,26.0,,2.5,,,,,,Tindhara, Kathmandu
24000000.0,1.1,3.0,10.0,,2.5,,,,,,Buddha Chowk, Kathmandu
88000000.0,365,12.0,15.0,,2.5,,6.0,3.0,,,Bansbari, Kathmandu
36500000.0,208,6.2,13.0,North-East,3.0,,4.0,3.0,,,Hattigaunda, Kathmandu
26000000.0,302,4.0,16.0,North,2.5,,,,,,Bhangal , Kathmandu
27000000.0,280,3.3,13.0,East,2.5,,6.0,4.0,,,Dhapakhel, Lalitpur
22000000.0,236,3.1,32.0,West,2.5,,,,,,Sundarbasti, Kathmandu
21000000.0,366,4.0,20.0,East,3.0,,,,,,Mulpani, Kathmandu
33000000.0,197,4.0,14.0,West,2.5,,5.0,4.0,,,Dholahiti, Lalitpur
39900000.0,270,5.0,13.0,East,2.5,,,,,,Sundarbasti, Kathmandu
28000000.0,413,3.0,13.0,North,3.5,,8.0,4.0,,,Lokanthali, Bhaktapur
13500000.0,363,2.2,12.0,South-West,2.5,,,3.0,,,Mulpani, Kathmandu
75000000.0,171,13.0,20.0,East,2.0,,,,,,Thankot, Kathmandu
24000000.0,215,3.0,14.0,North-West,3.0,,7.0,3.0,,,Birendra Chowk, Kathmandu
27000000.0,364,3.1,13.0,South,3.0,,5.0,4.0,,,Gwarko, Lalitpur
46500000.0,670,4.0,14.0,South-East,2.5,,4.0,4.0,,,Bhaisepati, Lalitpur
20000000.0,1.3,5.1,26.0,South,3.0,,3.0,3.0,,,Matatirtha, Kathmandu
36000000.0,212,7.0,20.0,North-East,2.5,,5.0,2.0,,,Imadol, Lalitpur
30000000.0,332,3.0,12.0,West,2.0,,5.0,4.0,,,Bhaisepati, Lalitpur
51000000.0,225,5.0,20.0,West,2.5,,5.0,4.0,,,Bhaisepati, Lalitpur
29800000.0,210,4.1,13.0,,3.0,,,,,,Kapan, Kathmandu
130000000.0,282,1.3,12.0,South,2.5,,7.0,4.0,,,Mahalaxmisthan, Lalitpur
48000000.0,414,8.3,15.0,,2.5,,,,,,Budhanilkantha, Kathmandu
210000000.0,641,18.0,20.0,East,2.5,,6.0,5.0,,,Bhaisepati, Lalitpur
23500000.0,214,3.0,13.0,East,2.5,,5.0,3.0,,,Imadol, Lalitpur
70000000.0,205,10.0,13.0,South,4.5,,13.0,9.0,,,Satdobato, Lalitpur
25000000.0,1k ,3.2,13.0,South,2.5,,6.0,2.0,,,Syuchatar, Kathmandu
40000000.0,188,5.0,6.0,North,2.0,,5.0,2.0,,,Tinthana, Kathmandu
32000000.0,107,3.2,10.0,West,3.0,,8.0,4.0,,,Kumarigal, Kathmandu
20000000.0,124,3.1,6.0,South,2.0,,,,,,Chandragiri, Kathmandu
22000000.0,273,6.2,16.0,North,3.0,,,,,,Jhaukhel, Bhaktapur
115000000.0,329,18.0,13.0,South-West,2.5,,5.0,4.0,,,Budhanilkantha, Kathmandu
80000000.0,213,10.0,13.0,West,3.0,,6.0,5.0,,,Tripureshwor, Kathmandu
29500000.0,455,4.2,16.0,South,2.5,,4.0,3.0,,,Sitapaila, Kathmandu
400000000.0,168,15.0,10.0,South-West,7.0,,,,,,Anamnagar, Kathmandu
2700000.0,162,5.2,13.0,,,,,,,,Naya Naikap, Kathmandu
48000000.0,588,8.2,13.0,North-East,3.0,,7.0,5.0,,,Purano Naikap, Kathmandu
31500000.0,180,5.0,13.0,East,2.5,,5.0,5.0,,,Sitapaila, Kathmandu
26000000.0,568,4.2,18.0,East,2.5,,5.0,4.0,,,Dhapakhel, Lalitpur
18500000.0,249,3.2,12.0,North-West,2.5,,,,,,Thankot, Kathmandu
39000000.0,499,5.0,16.0,East,2.5,,,,,,Kapan, Kathmandu
61500000.0,140,2.2,20.0,South-East,4.5,,21.0,21.0,,,Tilganga, Kathmandu
35000000.0,472,3.2,16.0,North,2.0,,3.0,3.0,,"Earthquake Resistant,Marbel,Parquet,Drainage,Bathroom,Drinking Water,Parking,TV,AirCon,Fridge,Washing Machine,+ 2 See More",Bhaisepati, Lalitpur
21000000.0,250,4.0,20.0,East,2.0,,4.0,3.0,,,Mulpani, Kathmandu
22000000.0,251,3.1,32.0,West,2.5,,,,,,Mandikhatar, Kathmandu
23000000.0,1.5,3.2,10.0,South,2.5,,5.0,3.0,,,Jorpati, Kathmandu
20000000.0,2.4,3.1,20.0,,2.0,,,,,,Nil Barahi Mandir, Bhaktapur
57500000.0,2.3,9.1,10.0,West,2.5,,,,,"Earthquake Resistant,Marbel,Parquet,Fridge,Sofa,CC Camera,Solar,Microwave,Dining Room,Water Purifier,Washing Machine,+ 9 See More",Balaju, Kathmandu
12000000.0,2.5,2.3,4.0,North-East,2.5,,3.0,,,,Sitapaila, Kathmandu
20000000.0,1.2,3.1,10.0,North,2.5,,4.0,2.0,,,Naikap, Kathmandu
30000000.0,1.6,4.0,10.0,East,2.5,,,,,,Machhapokhari, Kathmandu
30000000.0,1.9,64.0,13.0,South,3.0,,6.0,3.0,,,Rai Chowk, Kathmandu
36500000.0,448,4.2,20.0,North-East,2.5,,4.0,3.0,,,Sitapaila, Kathmandu
30000000.0,181,3.2,12.0,North,2.5,,6.0,4.0,,,Bhangal , Kathmandu
31000000.0,116,3.2,20.0,,3.5,,,,,,Kageshwari Manohara, Kathmandu
130000000.0,187,200.0,14.0,South-West,2.5,,4.0,4.0,,,Bishalnagar, Kathmandu
95000000.0,336,14.0,40.0,North,3.0,,9.0,10.0,,"Earthquake Resistant,Marbel,Parquet,Fridge,Sofa,Water Purifier,Garden,Iron,Modular Kitchen,Parking,Playground,+ 3 See More",Simaltar, Kathmandu
42500000.0,453,6.0,15.0,East,2.5,,3.0,3.0,,,Sunakothi, Lalitpur
50000000.0,154,4.2,36.0,North-East,3.5,,3.0,5.0,,,Pepsicola, Kathmandu
53500000.0,367,8.0,13.0,West,2.5,,13.0,5.0,,,Budhanilkantha, Kathmandu
26000000.0,497,3.0,13.0,East,2.5,,4.0,3.0,,,Satdobato, Lalitpur
24000000.0,881,3.1,13.0,,2.5,,5.0,3.0,,,Bafal, Kathmandu
55000000.0,387,5.0,16.0,South-West,2.5,,4.0,5.0,,,Bhaisepati, Lalitpur
16000000.0,348,2.2,16.0,,2.5,,4.0,3.0,,,Imadol, Lalitpur
57000000.0,170,10.0,14.0,North-West,3.0,,,,,,Ganesh Chowk, Kathmandu
6500000.0,512,27.0,15.0,West,2.5,,9.0,6.0,,,Budhanilkantha, Kathmandu
36000000.0,258,4.0,15.0,West,2.5,,4.0,5.0,,,Budhanilkantha, Kathmandu
27500000.0,183,4.0,12.0,,3.5,,,,,,Manamaiju, Kathmandu
42500000.0,190,5.0,18.0,South,2.5,,6.0,5.0,,,Dhapasi, Kathmandu
42500000.0,169,4.2,36.0,North-East,4.0,,16.0,4.0,,,Balkumari, Lalitpur
27000000.0,227,3.2,13.0,North,2.5,,6.0,3.0,,,Kadaghari, Kathmandu
28500000.0,284,3.2,16.0,East,2.5,,4.0,4.0,,,Dhapasi, Kathmandu
2500000.0,234,3.0,12.0,North-East,,,,,,,Lolang, Kathmandu
29000000.0,317,4.2,13.0,East,2.5,,,,,,Tokha, Kathmandu
36500000.0,202,4.0,12.0,South,2.5,,5.0,4.0,,,Bafal, Kathmandu
32000000.0,297,4.2,20.0,West,2.5,,5.0,4.0,,,Nakhipot, Lalitpur
30000000.0,522,4.2,20.0,East,2.5,,,,,,Goldhunga, Kathmandu
77500000.0,374,8.1,20.0,East,3.0,,5.0,5.0,,,Italitar, Kathmandu
