,price,LAND AREA,HOUSE AREA,Unnamed: 3,BEDS,LIVING,KITCHEN,BATHROOMS,FLOORS,LOCATION,ROAD DESCRIPTION,FACED TOWARDS,CATEGORY,TYPE,CODE,UPDATE,VIEWS,FURNISHING,url,MAIN ROAD DISTANCE,ROAD TO HOUSE,FLAT AREA,PARKING AREA,District
428,"Rs. 12,00,000
(Twelve lakh )",,,,,,,,,LALITPUR,,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10649,1 MONTH AGO,43,,https://www.gharbazar.com/property/details/land-at-taukhel-lalitpur-10649,,500 METERS,,, KATHMANDU
429,"Rs. 2,35,00,000 (Negotiable)
(3 aana 2 dam)",0-3-0-2,,,5.0,1.0,2.0,4.0,,IMADOL NAYA BASTI,16 FEET,SOUTH,HOUSE (RESIDENTIAL),NONE,GB10144,6 MONTHS AGO,183,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-naya-basti-10144,,,,, KATHMANDU
430,"Rs. 15,00,000 (Negotiable)
(15 lakh per anna)",0-32-0-0,,,,,,,,NEAR TRISHULI HIGHWAY,13,NORTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05390,5 YEARS AGO,4651,,https://www.gharbazar.com/property/details/land-at-goldhunga-balaju-5390,50M,20,,, KATHMANDU
431,"Rs. 75,00,000 (Negotiable)
(Seventy five lakh per aana)",0-4-0-0,,,,,,,, SINAMANGAL,32 FT,NORTH-WEST-SOUTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10688,4 DAYS AGO,446,,https://www.gharbazar.com/property/details/exclusive-land-for-sale-in-bhimsengola-sinamangal-limited-plots-left-10688,,,,, KATHMANDU
432,"Rs. 6,00,000 (Negotiable)
(Six lakh )",200 SQUARE FEET,,,,,,,,HATTIBAN,20 FT,NONE,SHUTTER/S (COMMERCIAL),PILLAR SYSTEM,GB10084,2 MONTHS AGO,414,NOT FURNISHED,https://www.gharbazar.com/property/details/clothing-shop-at-kharibot-hattiban-10084,,,,, LALITPUR
433,"Rs. 1,85,00,000 (Negotiable)
(One crore eighty five lakh )",0-4-2-0,,,2.0,1.0,1.0,1.0,1.0,JARANKHU,13 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10490,1 MONTH AGO,1950,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-jarankhu-kathmandu-10490,200M,,,, KATHMANDU
434,"Rs. 2,20,00,000 (Negotiable)
(2 crore 20 lakh)",0-4-3-3,,,5.0,1.0,1.0,4.0,2.5,NEAR GRANDY HOUSING,13 FT,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05063,2 YEARS AGO,6175,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-tokha-5063,30M,,,, KATHMANDU
435,"Rs. 15,00,000 (Negotiable)
(Fifteen lakh per aana)",0-4-0-0,,,,,,,, CHANGUNARAYAN,20 FT,NORTH-WEST,LAND (RESIDENTIAL),NONE,GB10692,4 DAYS AGO,630,,https://www.gharbazar.com/property/details/cheap-plots-available-in-prime-bageswori-bhaktapur-book-now-10692,,,,, BHAKTAPUR
436,"Rs. 9,25,00,000 (Negotiable)
(Nine crore twenty five lakh )",0-2-0-3,0-2-0-3,,,,,,7.0,,20 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10099,7 MONTHS AGO,137,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-thamel-kathmandu-10099,,NEAR BHAGWATIBAHAL MAIN ROAD,,,THAMEL KATHMANDU
437,"Rs. 4,00,00,000 (Negotiable)
(Four crore )",25-0-0-0,,,,,,,,SHIVAPURI,12 FEET,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10388,4 MONTHS AGO,61,,https://www.gharbazar.com/property/details/land-at-shivapuri-10388,,,,, NUWAKOT
438,"Rs. 150 (Negotiable)
(One hundred fifty per sq. ft)",800 SQUARE FEET,,,,,,,,JAMAL,40 FT,NONE,OFFICE SPACE (RESIDENTIAL),PILLAR SYSTEM,GB10814,5 HOURS AGO,158,NOT FURNISHED,https://www.gharbazar.com/property/details/strategically-located-commercial-space-in-jamal-parking-available-10814,,,,, KATHMANDU
439,"Rs. 20,00,00,000 (Negotiable)
(20 crores)",102 HAATH,,,,,,,,,,NORTH-EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04495,6 YEARS AGO,1479,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-land-at-bharatpur-4495,,BETWEEN SAPTAGANDAKI MULTIPLE COLLEGE AND THE MAHENDRA HIGHWAY,,,
440,"Rs. 18,00,000 (Negotiable)
(18 lakh per aana)",0-25-0-0,,,,,,,,BUDHANILKANTHA,13 FT,SOUTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB05353,5 YEARS AGO,10444,,https://www.gharbazar.com/property/details/land-at-budhanilkantha-5353,300M,50,,, KATHMANDU
441,"Rs. 1,45,00,000 (Negotiable)
(1 crore 45 lakh)",0-2-3-2,,,4.0,2.0,2.0,3.0,2.5,OM CHOWK,13 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05120,3 YEARS AGO,7054,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-gothatar-5120,150M,,,, KATHMANDU
442,"Rs. 2,50,00,000 (Negotiable)
(Two crore fifty lakh)",0-5-1-0,0-5-0-0,,4.0,2.0,2.0,2.0,2.5,SATTALLE,12 FT.,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB02775,2 YEARS AGO,2042,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-kapan-2775,10M,,,, KATHMANDU
443,"Rs. 3,60,00,000 (Negotiable)
(Three Crore Sixty Lakh )",0-6-2-0,1350 SQUARE FEET,,6.0,3.0,3.0,7.0,, PEPSICOLA,13 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06324,4 YEARS AGO,3214,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-pepsicola-6324,60M,,,, KATHMANDU
444,"Rs. 1,85,000 / month (Negotiable)
(One lakh eighty five thousand )",0-,,,4.0,1.0,1.0,,2.5,BALUWATAR,13,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10220,5 MONTHS AGO,83,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-baluwatar-10220,,BALUWATAR,,, KATHMANDU
445,"Rs. 2,95,00,000 (Negotiable)
(Two crore ninety five lakh )",0-3-1-0,,,8.0,4.0,3.0,4.0,3.5,JADIBUTI,13 FEET,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08471,2 YEARS AGO,8119,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-jadibuti-8471,100M,,,, KATHMANDU
446,"Rs. 16,50,000 (Negotiable)
(Sixteen lakh fifty thousand )",0-,,,14.0,,1.0,3.0,,NEW BANESHWOR,8 FT,NONE,HOSTEL (RESIDENTIAL),PILLAR SYSTEM,GB10762,3 WEEKS AGO,432,FULLY FURNISHED,https://www.gharbazar.com/property/details/exclusive-hostel-for-sale-excellent-investment-opportunity-10762,500M,,,, KATHMANDU
447,"Rs. 100 (Negotiable)
(One hundred per square feet )",4000 SQUARE FEET,,,,,,,5.0,,16 FT,EAST,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB09024,1 YEAR AGO,2276,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-bhaisepati-awash-9024,20M,20,3200 SQUARE FEET,,
448,,0-3-0-0,,,,,,,,CHOBAR,13 FT,NORTH-EAST-SOUTH,LAND (RESIDENTIAL),NONE,GB10693,3 DAYS AGO,869,,https://www.gharbazar.com/property/details/chobhar-limited-plots-in-high-demand-location-don-t-miss-out-10693,,,,, KATHMANDU
449,"Rs. 2,25,00,000 (Negotiable)
(Two crore twenty five lakh )",0-5-2-0,0-3-0-0,,5.0,1.0,2.0,3.0,2.5,SYUCHATAR,10 FT IN EAST 13 FT IN WEST,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04778,2 YEARS AGO,25249,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-syuchatar-4778,1000M,,,, KATHMANDU
450,,0-17-0-0,,,11.0,2.0,2.0,5.0,2.5,SURUNGA,82,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03682,5 YEARS AGO,3897,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-jhapa-3682,,,,, JHAPA
451,"Rs. 24,000 / month (Negotiable)
(Twenty four thousand per month)",0-5-1-0,,,2.0,1.0,1.0,2.0,3.5,BUDHANILKANTHA,12 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07266,1 YEAR AGO,7771,SEMI FURNISHED,https://www.gharbazar.com/property/details/flat-at-budhanilkantha-7266,100M,,,, KATHMANDU
452,"Rs. 1,62,00,000 (Negotiable)
(One crore sixty two lakh )",0-3-0-0,0-3-0-0,,9.0,2.0,2.0,,3.5,TARKESHWOR MUNICIPALITY,9 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10262,5 MONTHS AGO,121,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-tarkeshwor-municipality-10262,,1ST ROAD FROM SESMATI TO JARANKHU ROAD,,, KATHMANDU
453,"Rs. 2,50,00,000 (Negotiable)
(Two crore fifty lakh )",0-4-1-2,1050 SQUARE FEET,,11.0,2.0,3.0,4.0,3.5, PALDEN PLOTTING,13,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08178,2 YEARS AGO,6634,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-adeshwor-mahadev-sitapaila-8178,150M,,,, KATHMANDU
454,"Rs. 7,25,00,000 (Negotiable)
(Seven crore twenty five lakh )",0-7-0-0,0-5-0-0,,9.0,4.0,4.0,6.0,2.5,BASUNDHARA,13 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10310,5 MONTHS AGO,1434,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-basundhara-10310,,,,, KATHMANDU
455,"Rs. 65,00,000 (Negotiable)
(Sixty five lakh )",,,,7.0,4.0,4.0,7.0,4.0,THAMEL,15 FEET,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10162,5 MONTHS AGO,458,FULLY FURNISHED,https://www.gharbazar.com/property/details/apartment-at-thamel-narsing-chowk-10162,,,,, KATHMANDU
456,"Rs. 3,90,00,000 (Negotiable)
(Three crore ninety lakh )",0-5-0-2,4800 SQUARE FEET,,9.0,4.0,4.0,5.0,3.5, MAITIDEVI,13 FEET PITCHED,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03481,3 YEARS AGO,2288,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-maitidevi-3481,400M,,,, KATHMANDU
457,"Rs. 2,70,00,000 (Negotiable)
(Two crore seventy lakh )",0-3-2-3,2879 SQUARE FEET,,6.0,1.0,3.0,3.0,3.5,HATTIBAN,24 FEET,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10075,5 MONTHS AGO,4484,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-hattiban-10075,,,,, LALITPUR
458,"Rs. 2,95,00,000 (Negotiable)
(Two crore ninety five lakh )",0-4-3-0,,,5.0,3.0,3.0,5.0,,,13 FT,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09718,11 MONTHS AGO,979,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-naya-thimi-bhaktapur-9718,,,,,
459,"Rs. 2,40,00,000
(Two crore forty lakh ( Fixed))",0-3-2-0,2400 SQUARE FEET,,6.0,2.0,2.0,4.0,,CHANGATHALI,12 FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09856,3 MONTHS AGO,2732,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-united-colony-changathali-9856,,,,220 SQUARE FEET, LALITPUR
460,"Rs. 1,50,00,000 (Negotiable)
(One crore fifty lakh )",0-12-3-0,,,15.0,,2.0,4.0,3.5,CHANGU NARAYAN ROAD,12 FT,SOUTH-EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06190,4 YEARS AGO,2061,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-changu-pikhel-6190,150M,,,, BHAKTAPUR
461,"Rs. 5,00,000 / month
(Five lakh )",0-0-0-0,,,,,1.0,,,THAPATHALI,40 FT,SOUTH-WEST,OFFICE SPACE (RESIDENTIAL),NONE,GB10244,5 MONTHS AGO,551,FULLY FURNISHED,https://www.gharbazar.com/property/details/office-space-at-central-business-park-thapathali-10244,10M,,2754 SQUARE FEET,, KATHMANDU
462,"Rs. 80,000 / month (Negotiable)
(Eighty thousand )",0-10-0-0,1400 SQUARE FEET,,2.0,1.0,1.0,,1.0,ANAMNAGAR,15 FEET,SOUTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10385,4 MONTHS AGO,43,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-anamnagar-10385,,BEHIND THE SINGH DURBAR WALL,,, KATHMANDU
463,,,,,,,,,,SHANTINAGAR MARG,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10778,3 WEEKS AGO,42,,https://www.gharbazar.com/property/details/house-at-shantinagar-marg-10778,,,,, KATHMANDU
464,"Rs. 1,70,00,000
(One crore seventy lakh )",0-2-2-2,0-2-2-2,,5.0,,1.0,,3.0,NAGARJUN 07 SYUCHATAR,13FT DHALAN ROAD,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10507,3 MONTHS AGO,84,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-nagarjun-07-syuchatar-10507,,MAIN ROAD UM MART TO 150M,,, KATHMANDU
465,"Rs. 6,000 (Negotiable)",0-,,,1.0,,,,1.0,,10 FIT,SOUTH,HOUSE (RESIDENTIAL),NONE,GB10448,4 MONTHS AGO,54,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-mahalaxmi-municipolicy-tikathali-5-near-pawan-prakrity-school-10448,,,,,
466,"Rs. 50,000 / month (Negotiable)
(Fifty thousand )",0-,0-5-2-0,,,,,,, SWOYAMBHU,20 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10060,7 MONTHS AGO,146,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-saano-bharyang-swoyambhu-10060,,,,, KATHMANDU
467,"Rs. 42,00,000 (Negotiable)
(Forty two lakh Per anna)",0-6-0-0,,,,,,,, SANOTHIMI,20 FEET,SOUTH-EAST,LAND (RESIDENTIAL),NONE,GB06554,4 YEARS AGO,4982,,https://www.gharbazar.com/property/details/land-at-divyashwori-6554,100M,,,, BHAKTAPUR
468,"Rs. 3,50,00,000 (Negotiable)
(5 kattha 13 dhurr)",5 KATTHA,5 KATTHA-0-0-0,,,,,,, SUNDARHARAICHA-9,20FT,NORTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10564,2 MONTHS AGO,32,,https://www.gharbazar.com/property/details/land-at-biratchowk-sundarharaicha-9-10564,,"ROAD OPPOSITE TO CHADANI PETROL PUMP MAKING SALAKPUR COCKTAIL LOUNGE ON THE THE RIGHT SIDE, ROAD TO NATRAJ AGRO INDUSTRY. 1.5 KM WAY INSIDE THE ROAD TO THIS BEAUTIFUL PIECE OF LAND.",,, KATHMANDU
469,"Rs. 1,55,00,000 (Negotiable)
(One crore fifty five lakh )",,,,3.0,1.0,1.0,,2.5,DHAPAKHEL,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10747,4 WEEKS AGO,50,,https://www.gharbazar.com/property/details/house-at-dhapakhel-10747,,1KM FROM LITTLE ANGLE'S SCHOOL,,, KATHMANDU
470,"Rs. 2,20,00,000 (Negotiable)
(Two crore twenty lakh )",0-3-0-0,1883 SQUARE FEET,,4.0,2.0,2.0,3.0,2.5,MADHYAPUR THIMI,12 (STONE-PAVED),EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04311,2 YEARS AGO,26530,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-gatthaghar-4311,200M,50,,, BHAKTAPUR
471,"Rs. 6,00,000 (Negotiable)
(Six lakh per aana)",6-3-0-0,,,,,,,,PANAUTI,18 FT,NONE,LAND (RESIDENTIAL),NONE,GB09276,1 YEAR AGO,1786,,https://www.gharbazar.com/property/details/land-near-panauti-9276,,,,, KAVRE
472,"Rs. 30,00,000 (Negotiable)
(30 lakh per aana)",0-10-2-0,,,,,,,,BUDHANILKANTHA,10 FT,SOUTH-EAST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB05704,5 YEARS AGO,4569,,https://www.gharbazar.com/property/details/land-at-pasikot-chapali-ghumti-5704,200M,50,,, KATHMANDU
473,"Rs. 63,00,000 (Negotiable)
(Sixty three lakh )",426 SQUARE FEET,,,1.0,1.0,1.0,1.0,,DOWNTOWN APARTMENT,20 FT,SOUTH-EAST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09730,9 MONTHS AGO,1282,NOT FURNISHED,https://www.gharbazar.com/property/details/apartment-at-downtown-apartment-9730,,,,, LALITPUR
474,"Rs. 65,00,000 (Negotiable)
(Sixty five lakh )",,604 SQUARE FEET,,2.0,1.0,1.0,1.0,7.0,HATTIBAN,20 FEET,SOUTH-WEST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10064,7 MONTHS AGO,202,SEMI FURNISHED,https://www.gharbazar.com/property/details/apartment-at-hattiban-lalitpur-10064,,,,, LALITPUR
475,,0-5-2-0,,,6.0,2.0,1.0,,2.5, KATHMANDU,16 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09985,8 MONTHS AGO,225,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-sitapaila-kathmandu-9985,,NEAR BY AANI GUMBA AND BIGMART,,, KATHMANDU
476,"Rs. 2,00,00,000 (Negotiable)
(Two crore )",1223 SQUARE FEET,,,3.0,1.0,1.0,2.0,,DOWNTOWN APARTMENT,20 FT,SOUTH-WEST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09769,10 MONTHS AGO,785,NOT FURNISHED,https://www.gharbazar.com/property/details/3bhk-apartment-at-downtown-apartment-9769,,,,, LALITPUR
477,"Rs. 1,75,00,000 (Negotiable)
(One crore seventy five lakh )",0-3-2-0,,,2.0,1.0,1.0,3.0,2.5,LAMATAR,13- 20 FT,SOUTH,HOUSE (RESIDENTIAL),WALL BEARING,GB10551,1 MONTH AGO,1089,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-green-valley-homes-lamatar-10551,800M,,,, LALITPUR
478,"Rs. 2,75,00,000 (Negotiable)
(Two crore seventy five lakh )",0-,1368 SQUARE FEET,,3.0,1.0,1.0,,7.0,HATTIBAN,20 FEET,NONE,APARTMENT (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10254,5 MONTHS AGO,75,SEMI FURNISHED,https://www.gharbazar.com/property/details/apartment-at-hattiban-10254,,CITY SCAPE,,, LALITPUR
479,"Rs. 12,50,000 (Negotiable)
(12 lakh 50 thousand per aana for 32 aana, 15 lakh per aana for pieces land.)",0-32-0-0,,,,,,,,NEAR MATA MANDIR,20,EAST,LAND (RESIDENTIAL),NONE,GB05165,5 YEARS AGO,3409,,https://www.gharbazar.com/property/details/land-at-budhanilkantha-bishnumati-5165,150M,,,, KATHMANDU
480,"Rs. 100 (Negotiable)
(One hundred rupees per sq.ft)",0-4-1-0,,,5.0,,,5.0,5.0, MAHALAXMISTHAN,8 LANE RING ROAD,NONE,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB06518,2 YEARS AGO,4207,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-lagankhel-mahalaxmisthan-6518,,,,990 SQUARE FEET, LALITPUR
481,,0-2-2-3,,,4.0,2.0,2.0,,2.3,IMADOL OUCHU HEIGHT,16FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10648,1 MONTH AGO,63,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-ouchu-height-10648,,ROAD TOUCHED,,, KATHMANDU
482,"Rs. 1,80,00,000 (Negotiable)
(One crore eighty lakh )",0-3-0-0,0-3-0-0,,6.0,,1.0,,3.0,NAGARJUN 07 SYUCHATAR,13FT DHALAN ROAD,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10506,3 MONTHS AGO,107,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-nagarjun-07-syuchatar-10506,,UM MART TO 150M,,, KATHMANDU
483,"Rs. 42,00,000
(Forty two lakh )",,,,,,,,,DHAPAKHEL HATTIBAN,,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10782,3 WEEKS AGO,41,,https://www.gharbazar.com/property/details/land-at-dhapakhel-hattiban-10782,,,,, KATHMANDU
484,"Rs. 99,00,000 (Negotiable)
(Ninety nine lakh )",0-4-0-0,,,,,,,, DUWAKOT,13 FT,SOUTH,LAND (RESIDENTIAL),NONE,GB10793,2 WEEKS AGO,1122,,https://www.gharbazar.com/property/details/explore-the-land-of-opportunity-in-duwakot-bhaktapur-avail-now-10793,,,,, BHAKTAPUR
485,"Rs. 5,00,00,000 (Negotiable)
(5 crore)",2-5-0-0,,,5.0,1.0,1.0,2.0,2.0,KIRTIPUR,BLACK-TOPPED ROAD,,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB04023,5 YEARS AGO,5127,FULLY FURNISHED,https://www.gharbazar.com/property/details/bunglow-at-machhegaun-4023,,,,, KATHMANDU
486,"Rs. 80,00,000 (Negotiable)
(Eighty lakh per aana)",0-20-0-0,,,,,,,,MAITIDEVI,20 FT,WEST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10631,1 MONTH AGO,1033,,https://www.gharbazar.com/property/details/house-land-at-maitidevi-10631,,,,, KATHMANDU
487,"Rs. 45,00,000 (Negotiable)
(Forty five lakh )",0-5-2-0,,,,,,,,,13 FT,NONE,LAND (RESIDENTIAL),NONE,GB10246,5 MONTHS AGO,388,,https://www.gharbazar.com/property/details/land-at-nagaun-kritipur-10246,,,,,
488,"Rs. 2,80,000 (Negotiable)
(Two lakh eighty thousand )",0-,,,,,,,,GAURIGHAT,13 FT,NONE,SHUTTER/S (RESIDENTIAL),PILLAR SYSTEM,GB10828,YESTERDAY,231,NOT FURNISHED,https://www.gharbazar.com/property/details/food-wrapping-shop-at-gaurighat-purchase-now-10828,,,,, KATHMANDU
489,"Rs. 5,00,00,000
(Five crore )",,,,,,,,,BHAISEPATI,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10779,3 WEEKS AGO,37,,https://www.gharbazar.com/property/details/house-at-bhaisepati-10779,,,,, KATHMANDU
490,"Rs. 1,45,00,000 (Negotiable)
(One crore forty five lakh )",0-4-0-0,679 SQUARE FEET,,5.0,3.0,2.0,3.0,2.5,BALKOT,13 FEET,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04541,2 YEARS AGO,19592,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-balkot-height-4541,150M,50,,, BHAKTAPUR
491,"Rs. 4,00,00,000 (Negotiable)
(Four crore )",0-1-0-0,0-1-0-0,,5.0,2.0,1.0,2.0,4.5,PATAN DURBAR SQUARE,9 FEET,NONE,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10017,7 MONTHS AGO,98,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-patan-durbar-square-lalitpur-10017,,,,,LALITPUR
492,"Rs. 12,00,000 (Negotiable)
(12 lakh per aana)",0-6-0-0,,,,,,,,CHAPALI BHADRAKALI,12 FEET,EAST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB04344,6 YEARS AGO,1853,,https://www.gharbazar.com/property/details/land-at-chapali-4344,,,,, KATHMANDU
493,"Rs. 4,50,000 / month (Negotiable)
(Four lakh fifty thousand )",0-8-0-0,0-4-0-0,,11.0,4.0,4.0,,7.0, PAKNAJOLE,12 FT,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB09051,9 MONTHS AGO,578,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-near-kathmandu-suite-home-thamel-9051,,OPPOSITE TO HOTEL “KATHMANDU SUITE HOME”,,, KATHMANDU
494,"Rs. 52,00,000 (Negotiable)
(Fifty two lakh per aana)",0-5-2-0,,,,,,,, PURANO BANESHWOR,12 FEET,NONE,LAND (RESIDENTIAL),NONE,GB06905,4 YEARS AGO,5646,,https://www.gharbazar.com/property/details/land-at-old-baneshwor-6905,30M,,,, KATHMANDU
495,"Rs. 1,99,00,000 (Negotiable)
(One crore ninety nine lakh )",0-3-0-0,,,4.0,1.0,1.0,2.0,2.0,IMADOL,13 FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10824,1 HOUR AGO,181,SEMI FURNISHED,https://www.gharbazar.com/property/details/spacious-and-stylish-house-in-peaceful-imadol-convenient-location-with-modern-amenities-10824,,,,, LALITPUR
496,"Rs. 2,80,00,000 (Negotiable)
(Two crore eighty lakh )",0-10-2-0,,,5.0,2.0,1.0,3.0,2.5, DAHACHOWK,12 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07409,1 YEAR AGO,4865,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-dahachowk-7409,150M,,,, KATHMANDU
497,"Rs. 1,75,00,000 (Negotiable)
(One crore seventy five lakh)",0-3-0-1,1400 SQUARE FEET,,5.0,2.0,2.0,3.0,2.5, IMADOL,14 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07552,3 YEARS AGO,4603,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-7552,50M,,600 SQUARE FEET,, LALITPUR
498,,,,,,,,,,MID BANESHWOR,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10799,2 WEEKS AGO,65,,https://www.gharbazar.com/property/details/house-at-mid-baneshwor-10799,,,,, KATHMANDU
499,,0-4-0-2,0-3-1-0,,14.0,,,,4.0, RIGHT BEHIND THE SARWOSTI CAMPUS.,12FT,SOUTH-WEST,HOUSE (RESIDENTIAL),WALL BEARING,GB10528,3 MONTHS AGO,118,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-the-eadge-of-thamel-right-behind-the-sarwosti-campus-10528,,LEKHNATH MARG TO NASHADHAU ST.,,, KATHMANDU
500,"Rs. 4,50,000 (Negotiable)
(Four lakh fifty thousand )",9 DHUR,,,,,,,, ITAHARI,20 FT PITCHED ROAD,NORTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB05835,3 YEARS AGO,7383,,https://www.gharbazar.com/property/details/land-at-itahari-5835,50M,,,, SUNSARI
501,"Rs. 3,15,00,000 (Negotiable)
(Three crore fifteen lakh )",0-5-1-1,2750 SQUARE FEET,,6.0,3.0,2.0,5.0,2.5,SITAPAILA,16/20 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06841,1 YEAR AGO,6867,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-sitapaila-ramkot-6841,135M,,,, KATHMANDU
