,price,LAND AREA,HOUSE AREA,Unnamed: 3,BEDS,LIVING,KITCHEN,BATHROOMS,FLOORS,LOCATION,ROAD DESCRIPTION,FACED TOWARDS,CATEGORY,TYPE,CODE,UPDATE,VIEWS,FURNISHING,url,MAIN ROAD DISTANCE,ROAD TO HOUSE,FLAT AREA,PARKING AREA,District
76,"Rs. 1,80,00,000 (Negotiable)
(One crore eighty lakh )",0-2-2-0,0-2-2-0,,7.0,,2.0,,3.0, MADHEYPUR THIMI,26 FEET,WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06737,4 YEARS AGO,2967,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-lokanthali-6737,,LOKANTHALI TO SANOTHIMI ROAD,,, BHAKTAPUR
77,"Rs. 6,40,00,000 (Negotiable)
(Six crore forty lakh )",1-0-0-0,1-0-0-0,,,,3.0,4.0,2.0,THULO BHARYANG,13 AND 16 FEET,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06330,4 YEARS AGO,3027,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-namgyal-chowk-thulo-bharyang-6330,700M,,,, KATHMANDU
78,,0-5-0-0,,,,,,,,MAITIDEVI,20 FT,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10494,3 MONTHS AGO,93,,https://www.gharbazar.com/property/details/land-at-maitidevi-10494,,,,, KATHMANDU
79,"Rs. 1,68,00,000 (Negotiable)
(One crore sixty eight lakh )",0-4-0-0,1900 SQUARE FEET,,5.0,2.0,1.0,2.0,2.5, RAMKOT,16 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05722,7 MONTHS AGO,7340,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-ramkot-syuchatar-5722,2500M,200,,, KATHMANDU
80,"Rs. 1,50,000 / month (Negotiable)
(One lakh fifty thousand )",,3 KATTHA,,,,,,, EAST OF TINPAINI,20 ABOVE,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09993,8 MONTHS AGO,209,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-biratnagar-02-east-of-tinpaini-9993,,,,, MORANG
81,"Rs. 3,50,000 (Negotiable)
(Starting price 3 lakh 50 thousand per meter)",17-6-3-2,,,,,,,,PYUTHAN HIGHWAY,6 METER WIDE ROAD,SOUTH,LAND (RESIDENTIAL),PILLAR SYSTEM,GB04422,6 YEARS AGO,4736,,https://www.gharbazar.com/property/details/residential-land-at-pyuthan-4422,,,,, PYUTHAN
82,"Rs. 50,00,000 (Negotiable)
(Fifty lakh )",0-5-0-0,,,,,,,, BUDHANILKANTHA,20FT,SOUTH,LAND (RESIDENTIAL),NONE,GB10371,5 MONTHS AGO,68,,https://www.gharbazar.com/property/details/land-at-budhanilkantha-10371,,1300M,,, KATHMANDU
83,"Rs. 1,15,00,000 (Negotiable)
(One crore fifteen lakh )",,2667 SQUARE FEET,,6.0,1.0,1.0,4.0,2.5, ITAHARI,20 FEET,SOUTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07568,3 YEARS AGO,5918,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-itahari-7568,50M,,,, SUNSARI
84,"Rs. 18,00,000 (Negotiable)
(18 lakh per aana)","0-3-2-0, 0-5-2-0",,,,,,,,NEAR GREEN HILL CITY,20 FT,EAST,LAND (RESIDENTIAL),NONE,GB04819,5 YEARS AGO,18109,,https://www.gharbazar.com/property/details/land-at-mulpani-4819,50M,50,,, KATHMANDU
85,"Rs. 8,50,00,000 (Negotiable)
(Eight crore fifty lakh )",0-8-3-2,2789 SQUARE FEET,,5.0,2.0,1.0,4.0,2.5,,20 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10770,2 WEEKS AGO,1046,FULLY FURNISHED,https://www.gharbazar.com/property/details/dream-home-awaits-own-this-stunning-residence-in-civil-homes-phase-iv-10770,,,,,
86,"Rs. 2,00,00,000 (Negotiable)
(Two crore )",0-3-0-0,,,3.0,1.0,2.0,,2.0,HATTIBAN WARD NO.23,13 FT,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10392,4 MONTHS AGO,97,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-hattiban-ward-no-23-10392,,FIRST ROAD SOUTH FROM HATTIBAN CHOWK,,, LALITPUR
87,,0-13-2-0,,,,,,,,KULESHWOR,13 FT,SOUTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB03718,6 YEARS AGO,8421,,https://www.gharbazar.com/property/details/land-house-at-kuleshwor-3718,,,,, KATHMANDU
88,"Rs. 50,000 (Negotiable)
(Fifty thousand per month)",850 SQUARE FEET,,,,,,,,,20 FT,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09802,10 MONTHS AGO,817,NOT FURNISHED,https://www.gharbazar.com/property/details/apartment-at-patan-dhoka-9802,,,,,
89,"Rs. 3,50,00,000 (Negotiable)
(3 crore 50 lakh )",0-9-0-0,1200 SQUARE FEET,,4.0,2.0,2.0,,2.0,BIJESHWARI,,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04497,6 YEARS AGO,1543,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-bijeshwari-4497,,,,, KATHMANDU
90,"Rs. 35,00,000 (Negotiable)
(Thirty five lakh per aana)",0-6-3-0,,,,,,,, SAINBU,22 FT,SOUTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB08814,2 YEARS AGO,2614,,https://www.gharbazar.com/property/details/land-at-saibu-lalitpur-8814,,,,, LALITPUR
91,"Rs. 3,50,000 (Negotiable)
(For sale 15 crore/For rent 3 lakh 50 thousand per month)",0-6-2-0,4000 SQUARE FEET,,8.0,1.0,1.0,7.0,3.5, NAXAL,26 FEET,NORTH,COMMERCIAL BUILDING (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07078,4 YEARS AGO,3524,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-naxal-7078,,,,, KATHMANDU
92,"Rs. 34,000 / month (Negotiable)
(Thirty four thousand per month)",0-,0-8-0-0,,3.0,1.0,1.0,1.0,1.0, BOUDHA,20 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10100,7 MONTHS AGO,100,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-simaltaar-boudha-10100,,,,, KATHMANDU
93,"Rs. 17,00,000 (Negotiable)
(17 lakh per aana)",0-5-2-2,,,,,,,, BUDHANILKANTHA,24 FT,SOUTH,LAND (RESIDENTIAL),NONE,GB03700,5 YEARS AGO,5110,,https://www.gharbazar.com/property/details/land-at-pasikot-budhanilkantha-3700,100M,,,, KATHMANDU
94,"Rs. 2,95,00,000 (Negotiable)
(Two crore ninety five lakh )",0-3-2-0,800 SQUARE FEET,,5.0,2.0,2.0,3.0,2.5,IMADOLE,13,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09980,8 MONTHS AGO,144,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-imadole-9980,,28 FT,,, KATHMANDU
95,,0-,,,,,,,3.0,NEAR WHITE HOUSE SCHOOL,20 FT,NORTH-EAST,COMMERCIAL BUILDING (COMMERCIAL),PILLAR SYSTEM,GB05401,4 YEARS AGO,3050,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-tinkune-5401,30M,,,, KATHMANDU
96,"Rs. 5,50,00,000 (Negotiable)
(Five crore fifty lakh )",0-10-0-0,1938 SQUARE FEET,,7.0,1.0,2.0,2.0,2.5, BALAJU,12/16 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07580,11 MONTHS AGO,4401,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-basanta-nagar-balaju-7580,150M,BEHIND NEPAL GUNASTHAR OFFICE,,, KATHMANDU
97,"Rs. 2,85,00,000 (Negotiable)
(Two crore eighty five lakh )",0-3-2-1,2461 SQUARE FEET,,10.0,2.0,2.0,5.0,,,12 FEET,EAST,HOUSE (RESIDENTIAL),NONE,GB10080,7 MONTHS AGO,104,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-bojepokhari-lalitpur-10080,,,,,IMADOL BOJEPOKHARI LALITPUR
98,"Rs. 4,50,00,000 (Negotiable)
(Four crore fifty lakh )",0-5-0-0,3600 SQUARE FEET,,7.0,3.0,3.0,6.0,3.5, TOWN PLANNING,14 FEET,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07627,2 YEARS AGO,7583,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-khusibu-town-planning-7627,200M,,,, KATHMANDU
99,"Rs. 2,15,00,000 (Negotiable)
(Two crore fifteen lakh )",0-2-2-1,,,2.0,2.0,1.0,3.0,3.5,CHAMATI,26,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08601,2 YEARS AGO,6630,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-chamati-8601,200M,,,, KATHMANDU
100,"Rs. 5,00,000
(Five lakh )",100 SQUARE FEET,1000 SQUARE FEET,,,,,,1.0, BANESHWOR,,EAST,SCHOOL (COMMERCIAL),PILLAR SYSTEM,GB10505,3 MONTHS AGO,45,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-land-at-shankhamul-baneshwor-10505,,HEART OF SHANKHAMUL,,, KATHMANDU
101,"Rs. 2,15,00,000 (Negotiable)
(Two crore fifteen lakh )",0-5-0-0,1900 SQUARE FEET,,4.0,1.0,2.0,4.0,2.5, HATTIBAN,20 FEET,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07470,2 YEARS AGO,10728,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-sitapakha-hattiban-7470,500M,,,, LALITPUR
102,"Rs. 3,50,000 (Negotiable)
(Three lakh fifty thousand per kattha)",152 KATTHA,,,,,,,,GERUWA,16 FT,WEST-NORTH-SOUTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB09507,1 YEAR AGO,1133,,https://www.gharbazar.com/property/details/land-at-manau-geruwa-bardiya-9507,,,,, BARDIA
103,"Rs. 25,000 (Negotiable)",0-,,,,,,,,KULESHWOR,20 FT,NONE,HOUSE (RESIDENTIAL),NONE,GB10585,1 MONTH AGO,85,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kuleshwor-10585,,,,, KATHMANDU
104,"Rs. 3,25,00,000 (Negotiable)
(Three crore twenty five lakh )",0-5-0-0,,,6.0,2.0,2.0,4.0,,PAIYATAR,14,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08556,2 YEARS AGO,3867,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-kapan-paiyatar-8556,,,,, KATHMANDU
105,"Rs. 5,00,00,000 (Negotiable)
(Five crore )",0-9-0-0,,,3.0,1.0,1.0,3.0,2.5,KHUMALTAR,20 FEET,SOUTH,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB07082,3 YEARS AGO,5944,FULLY FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-khumaltar-7082,200M,,,, LALITPUR
106,"Rs. 3,30,00,000 (Negotiable)
(Three crore thirty lakh )",0-4-3-0,0-2-2-2,,8.0,4.0,3.0,,3.5, DADHIKOT,13 FEET,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10724,1 MONTH AGO,84,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-bhaktapur-dadhikot-10724,,100 M FROM DADHIKOT HIGHWAY,,, KATHMANDU
107,"Rs. 2,80,00,000 (Negotiable)
(Two crore eighty lakh )",133 SQUARE METER,2337 SQUARE FEET,,6.0,2.0,2.0,,2.5,POKHARA,20 FT,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10586,2 MONTHS AGO,134,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-pokhara-10586,,NEAR PRITHIVI HIGHWAY,,, KASKI
108,"Rs. 3,75,00,000 (Negotiable)
(Three crore seventy five lakh )",0-5-2-0,,,22.0,,1.0,14.0,4.5, MITRANAGAR,10 FT,SOUTH,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB06379,3 YEARS AGO,2445,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-mitranagar-6379,150M,,,, KATHMANDU
109,,0-4-0-0,,,8.0,2.0,2.0,4.0,2.5,DHAPAKHEL,14 FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03681,6 YEARS AGO,21752,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-dhapakhel-3681,400M,,,, LALITPUR
110,"Rs. 1,90,00,000 (Negotiable)
(One crore ninety lakh )",0-4-0-0,,,6.0,2.0,1.0,,1.5,SIDDHIPUR,16 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10401,4 MONTHS AGO,148,,https://www.gharbazar.com/property/details/house-at-siddhipur-10401,,,,, LALITPUR
111,,0-4-2-0,,,9.0,1.0,1.0,5.0,6.5, NEWROAD,,NORTH-EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04078,5 YEARS AGO,9041,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-land-at-om-bahal-4078,,20,,, KATHMANDU
112,"Rs. 7,50,00,000 (Negotiable)
(Seven crore fifty lakh )",0-14-0-0,,,5.0,2.0,1.0,5.0,2.5,KUNWAR COLONY,20 FEET,EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB06371,2 YEARS AGO,8107,FULLY FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-dhapasi-6371,300M,,,, KATHMANDU
113,"Rs. 3,20,00,000 (Negotiable)
(3 aana 1 paisa 3 dam)",0-,,,,,,,,IMADOL SITAL HEIGHT,15 FT,NONE,HOUSE (RESIDENTIAL),NONE,GB10704,1 MONTH AGO,49,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-sital-height-10704,,,,, KATHMANDU
114,"Rs. 5,50,00,000 (Negotiable)
(Five crore fifty lakh )",0-7-0-0,,,5.0,2.0,,5.0,, TARAKESWOR,10 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10520,3 MONTHS AGO,119,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-lolang-height-tarakeswor-10520,,,,, KATHMANDU
115,"Rs. 75,000 (Negotiable)
(32)",0-,,,,,,,,BUDHANILKANTHA NARANTHAN TAULUNG,20 FT,NONE,HOUSE (RESIDENTIAL),NONE,GB10574,2 MONTHS AGO,51,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-naranthan-taulung-10574,,,,, KATHMANDU
116,"Rs. 1,85,00,000 (Negotiable)
(1 crore 85 lakh )",0-4-1-1,2200 SQUARE FEET,,6.0,2.0,2.0,3.0,2.5,NEAR HAR HAR MAHADEV,13 FT,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05708,4 YEARS AGO,9628,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-pepsicola-5708,80M,,,, KATHMANDU
117,"Rs. 29,00,000 (Negotiable)
(Twenty nine lakh )",0-5-0-0,,,,,,,,BALKOT,10FT,SOUTH,LAND (RESIDENTIAL),NONE,GB10457,2 WEEKS AGO,3443,,https://www.gharbazar.com/property/details/prime-5-anna-land-in-balkot-bhaktapur-south-facing-great-investment-10457,300M,,,, BHAKTAPUR
118,"Rs. 88,000 / month
(Eighty eight thousand )",0-4-0-0,0-3-3-3,,5.0,3.0,3.0,,5.0, PIPALBOT CHAUTARA,10 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10830,23 HOURS AGO,33,,https://www.gharbazar.com/property/details/house-at-dhapakhel-height-pipalbot-chautara-10830,,LEFT TURN IN DHAPAKHEL HEIGHT INAR,,, KATHMANDU
119,,6-14-0-0,,,,,,,,TARKESHWOR MUNICIPALITY,20FT,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10643,1 MONTH AGO,39,,https://www.gharbazar.com/property/details/land-at-tarkeshwor-municipality-10643,,,,, KATHMANDU
120,"Rs. 43,00,000 (Negotiable)
(Forty three lakh per aana)",0-11-2-2,0-4-2-0,,,,,,,BANESHWOR HEIGHT,4 FEET,WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB07144,2 YEARS AGO,16747,,https://www.gharbazar.com/property/details/land-at-baneshwor-height-7144,350M,30 METERS,,, KATHMANDU
121,"Rs. 17,00,00,000 (Negotiable)
(Seventeen crore)",2-3-3-0,6800 SQUARE FEET,,,,,7.0,4.0,KIRTIPUR,36 FEET,SOUTH,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB04535,4 YEARS AGO,10171,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-kirtipur-4535,1500M,,1700 SQUARE FEET,, KATHMANDU
122,"Rs. 9,00,000 (Negotiable)",300 SQUARE FEET,300 SQ. FT.-0-0-0,,1.0,,,,,DALLU,20 FT,NORTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10432,4 MONTHS AGO,110,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-dallu-10432,,20 FT PITCHES ROAD,,, KATHMANDU
123,"Rs. 25,00,000 (Negotiable)
(25 lakh per aana)",0-4-3-2,,,,,,,, SATUNGAL,13 FT,NORTH-EAST,LAND (RESIDENTIAL),NONE,GB05314,4 YEARS AGO,7642,,https://www.gharbazar.com/property/details/land-at-satungal-5314,700M,100,,, KATHMANDU
124,"Rs. 3,92,00,000 (Negotiable)
(Three crore ninety two lakh )",0-3-0-0,409 SQUARE FEET,,17.0,1.0,1.0,5.0,4.0,DALLU,20 FT,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10302,5 MONTHS AGO,1022,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-dallu-kathmandu-10302,20M,,,, KATHMANDU
125,"Rs. 33,00,000 (Negotiable)
(33 lakh per aana)",0-26-0-0,,,,,,,, BUDHANILKANTHA,20 FT,NORTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05384,5 YEARS AGO,4272,,https://www.gharbazar.com/property/details/land-at-budhanilkantha-5384,25M,,,, KATHMANDU
126,"Rs. 6,00,000 (Negotiable)
(Six lakh )",0-,,,,,,1.0,3.0,PUTALISADAK,11 FEET,NONE,OFFICE SPACE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10107,7 MONTHS AGO,65,SEMI FURNISHED,https://www.gharbazar.com/property/details/office-space-at-putalisadak-10107,,11',,, KATHMANDU
127,"Rs. 2,60,00,000 (Negotiable)
(Two crore sixty lakh )",0-4-2-0,,,5.0,3.0,3.0,7.0,3.0,,24 FT,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05786,3 YEARS AGO,4406,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-bhaisepati-nakhudole-5786,400M,,,,
128,,0-14-0-0,1600 SQUARE FEET,,8.0,2.0,2.0,,2.5, LALITPUR,13FT,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10789,2 WEEKS AGO,45,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kumaripati-lalitpur-10789,,100 METERS,,, KATHMANDU
129,"Rs. 95,000 (Negotiable)
(Ninety five thousand )",1000 SQUARE FEET,,,2.0,1.0,1.0,2.0,,SWAYAMBHU,20 FT,SOUTH-EAST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09904,5 MONTHS AGO,491,FULLY FURNISHED,https://www.gharbazar.com/property/details/apartment-at-service-retreat-apartment-brijeswori-9904,,,,, KATHMANDU
130,"Rs. 3,20,00,000 (Negotiable)
(Three crore twenty lakh )",0-4-0-0,0-4-0-0,,,,4.0,,5.0,BALAJU KATHMANDU,"13 FEET INNER , 26 FEET OUTER ( JUST 1 BLOCK AWAY )",NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10395,3 MONTHS AGO,111,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-balaju-kathmandu-10395,,STRAIGHT RIGHT ROAD FROM SRIJANA GYAN SAGAR SCHOOL APPROX. 100M TILL YOU REACH GANESHMAN MARG ON YOUR RIGHT,,, KATHMANDU
131,"Rs. 3,60,00,000 (Negotiable)",0-4-0-0,0-4-0-0,,5.0,3.0,2.0,,2.5,NEAR LRI SCHOOL,20 FT,SOUTH,HOUSE (RESIDENTIAL),NONE,GB10573,2 MONTHS AGO,77,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-near-lri-school-10573,,3 MINT AWAY FROM MAIN ROAD,,, KATHMANDU
132,"Rs. 34,00,000 (Negotiable)
(Thirty four lakh per)",0-4-1-0,,,,,,,,SRIJANA NAGAR,10 FEET,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10304,5 MONTHS AGO,57,,https://www.gharbazar.com/property/details/land-at-srijana-nagar-10304,,,,, KATHMANDU
133,,0-10-0-0,,,,,,,,JHAUKHEL 3 CHANGUNARAYAN MUNICIPALITY,20FT PITCHED ROAD,SOUTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10637,1 MONTH AGO,35,,https://www.gharbazar.com/property/details/land-at-jhaukhel-3-changunarayan-municipality-10637,,,,, KATHMANDU
134,"Rs. 3,80,00,000 (Negotiable)
(Three crore eighty lakh )",0-6-0-0,,,5.0,2.0,3.0,3.0,2.5,SITAPAILA,13 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09979,5 MONTHS AGO,168,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-sitapaila-9979,,,,, KATHMANDU
135,"Rs. 1,90,00,000 (Negotiable)
(1 crore 90 lakh)",0-3-2-2,,,10.0,3.0,2.0,4.0,3.5, SANO THIMI,10 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03475,5 YEARS AGO,1986,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-sano-thimi-3475,150M,,,, BHAKTAPUR
136,"Rs. 3,50,00,000 (Negotiable)
(Three crore fifty lakh )",0-2-3-0,,,,,,,,SANEPA,,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10632,1 MONTH AGO,83,,https://www.gharbazar.com/property/details/house-at-sanepa-10632,,,,, KATHMANDU
137,"Rs. 2,50,000 / month (Negotiable)
(Two lakh fifty thousand per month)",3000 SQUARE FEET,,,6.0,1.0,1.0,3.0,,CHABAHIL,16 FT,EAST,OFFICE SPACE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB09635,11 MONTHS AGO,457,FULLY FURNISHED,https://www.gharbazar.com/property/details/commercial-space-at-chabahil-9635,500M,"MITRAPARK, PASHUPATI CAMPUS ROAD",,, KATHMANDU
138,,0-8-2-0,,,10.0,4.0,3.0,4.0,4.0,LOKANTHALI,14 FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03628,5 YEARS AGO,4495,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-lokanthali-3628,400M,,,, BHAKTAPUR
139,"Rs. 1,85,00,000 (Negotiable)
(One crore eighty five lakh )",0-3-0-0,,,5.0,1.0,1.0,3.0,3.0,,13 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08923,2 YEARS AGO,5610,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-syuchatar-kathmandu-8923,12M,2,,,
140,"Rs. 1,45,00,000 (Negotiable)
(One crore forty five lakh )",0-2-2-0,1800 SQUARE FEET,,4.0,2.0,2.0,3.0,2.5,NEAR BY SUSHANT POLY CLINIC  JYOTINAGAR  KAPAN,10 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06174,4 YEARS AGO,3650,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kapan-6174,20M,,,, KATHMANDU
141,"Rs. 6,30,000 (Negotiable)
(Six lakh thirty thousand per dhur)",43 DHUR,,,,,,,, JANAKPUR DHAM,18 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10173,6 MONTHS AGO,84,NOT FURNISHED,https://www.gharbazar.com/property/details/house-land-at-hanumannagar-janakpur-dham-10173,,,,, DHANUSA
142,"Rs. 3,50,00,000 (Negotiable)
(Three crore fifty lakh )",0-5-0-0,,,6.0,3.0,3.0,5.0,3.5,NAYA NAIKAP,13,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08598,2 YEARS AGO,3654,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-chandragiri-14-kathmandu-8598,,50 METER,,, KATHMANDU
143,"Rs. 1,10,000 (Negotiable)
(One lakh ten thousand per month)",0-5-2-1,,,,,,,3.0,BASBARI,20 FEET,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10155,6 MONTHS AGO,764,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-bansbari-10155,,,,, KATHMANDU
144,"Rs. 70,00,000 (Negotiable)
(70 lakh)",30 DHUR,,,,,,,,BIRTAMODE,32 FEET,NORTH-WEST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB04549,4 YEARS AGO,6971,,https://www.gharbazar.com/property/details/land-at-birtamode-4549,,,,, JHAPA
145,"Rs. 65,00,000 (Negotiable)
(65 lakh per aana)",1-0-1-2,,,,,,,, NAXAL,12 FEET,SOUTH-EAST,LAND (RESIDENTIAL),NONE,GB03579,5 YEARS AGO,4145,,https://www.gharbazar.com/property/details/land-at-naxal-3579,,NAXAL,,, KATHMANDU
146,"Rs. 3,15,00,000 (Negotiable)
(Three crore fifteen lakh )",5-2-2-0,900 SQUARE FEET,,6.0,1.0,2.0,2.0,2.5, BALAJU,10 FEET,SOUTH,HOUSE (RESIDENTIAL),NONE,GB07620,3 YEARS AGO,4059,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-banasthali-balaju-7620,300M,700M FROM RINGROAD,,, KATHMANDU
147,"Rs. 2,00,00,000 (Negotiable)
(Two crore )",0-3-1-1,,,3.0,2.0,3.0,,3.0, BHAKTAPUR,20 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10591,2 MONTHS AGO,112,,https://www.gharbazar.com/property/details/house-at-nilbarahi-bhaktapur-10591,,"2 MINUTE DRIVE FROM PIPALBOAT, MULPANI",,, KATHMANDU
148,"Rs. 1,40,00,000 (Negotiable)
(1 crore 40 lakh)",0-3-3-0,0-3-3-0,,3.0,2.0,2.0,,2.0, SETI PAKHA,13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04419,6 YEARS AGO,5098,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-seti-pakha-4419,,,,, LALITPUR
149,"Rs. 2,00,00,000 (Negotiable)
(2 crore)",0-3-0-0,,,10.0,,3.0,5.0,3.5,NAREPHAT,13,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05674,5 YEARS AGO,2345,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-jadibuti-5674,500M,,,, KATHMANDU
